"sweep","rep","N","slope_condition","merge_max","dataset_id","seed","intercept","sigma","slope","K","alpha_conc","t_min","t_max","time_ref_min","time_ref_range"
"core",34,200,"random",3,234,234,8.45512838312425,2.19528985128272,0.0100133040826768,6,0.886804292105775,100,900,100,800
"core",35,200,"random",3,235,235,13.4294153088704,1.28822880773805,-0.0263965208362788,5,0.14300749320872,100,900,100,800
"core",36,200,"random",3,236,236,11.3828506504651,2.53250887233298,-0.00100185408722609,10,0.490760130234593,100,900,100,800
"core",37,200,"random",3,237,237,14.8563834147062,1.61326728621498,-0.00186463885009289,6,0.204795206183783,100,900,100,800
"core",38,200,"random",3,238,238,2.93244019965641,2.83052719233092,-0.0116655949456617,6,3.03590538447765,100,900,100,800
"core",39,200,"random",3,239,239,3.85337284486741,1.13130004657432,-0.00533939304761588,6,0.184879952755446,100,900,100,800
"core",40,200,"random",3,240,240,13.6015062697697,3.4965483964188,0.0140653258748352,9,0.503900813122372,100,900,100,800
"core",41,200,"random",3,241,241,14.6319457860664,0.516157958190888,0.0283178275963291,7,0.416432548445153,100,900,100,800
"core",42,200,"random",3,242,242,9.02782111428678,1.16363990493119,-0.0193882647436112,9,1.68694385416286,100,900,100,800
"core",43,200,"random",3,243,243,14.7853473566938,1.46751957084052,0.00620145007967949,7,0.435415651835367,100,900,100,800
"core",44,200,"random",3,244,244,12.6521399866324,2.05798231856897,-0.00130317601840943,6,0.682025645316212,100,900,100,800
"core",45,200,"random",3,245,245,9.68975812662393,1.41496301745065,-0.012150304033421,10,0.589681647961509,100,900,100,800
"core",46,200,"random",3,246,246,8.77727212850004,3.23383156280033,-0.0134207421680912,5,0.141153084749184,100,900,100,800
"core",47,200,"random",3,247,247,12.5966388168745,2.1023844324518,0.0204915788630024,6,0.277813669210635,100,900,100,800
"core",48,200,"random",3,248,248,6.11918548634276,1.36415189108811,0.0125683529349044,10,0.24311483212747,100,900,100,800
"core",49,200,"random",3,249,249,2.53346300590783,1.07214923028369,0.0178166080126539,6,0.169478860984599,100,900,100,800
"core",50,200,"random",3,250,250,2.9872956473846,1.84163499763235,0.0227585354726762,7,0.372201378493595,100,900,100,800
"core",51,200,"random",3,251,251,10.8453408484347,2.89066337817349,-0.0112879502121359,5,0.180592186418576,100,900,100,800
"core",52,200,"random",3,252,252,6.78559508663602,2.33341476123314,-0.0164329678751528,9,0.495837740059165,100,900,100,800
"core",53,200,"random",3,253,253,5.81120902788825,0.776210859185085,0.0108827353315428,9,0.516511256658183,100,900,100,800
"core",54,200,"random",3,254,254,11.1378035880625,3.55586470733397,0.0079054991248995,10,0.917363901981399,100,900,100,800
"core",55,200,"random",3,255,255,7.64601708366536,3.81994312466122,-0.0139837263850495,6,0.360456591339939,100,900,100,800
"core",56,200,"random",3,256,256,4.20749518414959,1.12937456497457,-0.00609565844759345,8,1.13522353442626,100,900,100,800
"core",57,200,"random",3,257,257,11.2245773843024,0.95382029179018,-0.0151349821407348,5,2.53251781468591,100,900,100,800
"core",58,200,"random",3,258,258,13.7781602018513,1.58169194858056,0.00289575115777552,10,0.316962854959002,100,900,100,800
"core",59,200,"random",3,259,259,13.0405789702199,2.84314620390069,-0.0188004667265341,7,0.234374752315267,100,900,100,800
"core",60,200,"random",3,260,260,10.4024300486781,0.90205700090155,-0.0173818539502099,9,0.459239016127654,100,900,100,800
"core",61,200,"random",3,261,261,8.2605903041549,3.89964127319399,-0.00930922578088939,5,0.880668457551974,100,900,100,800
"core",62,200,"random",3,262,262,9.66719175572507,2.37932710116729,0.00960599871352315,9,2.16193454632519,100,900,100,800
"core",63,200,"random",3,263,263,14.9459051624872,1.34604193584528,-0.0204148548329249,10,0.687245051782967,100,900,100,800
"core",64,200,"random",3,264,264,5.3246594958473,3.14263890543953,0.00777296219486743,8,0.166622966968761,100,900,100,800
"core",65,200,"random",3,265,265,11.3869268277194,1.74265208852012,0.017926232800819,9,0.228277955697811,100,900,100,800
"core",66,200,"random",3,266,266,4.66732078650966,1.00928332272451,-0.0280734843760729,10,0.194429722892968,100,900,100,800
"core",67,200,"random",3,267,267,7.45754138822667,1.37054216314573,0.0146527708601207,10,0.218658361253259,100,900,100,800
"core",68,200,"random",3,268,268,9.72329109953716,1.37599819211755,0.00632842413615435,7,4.62971622595747,100,900,100,800
"core",69,200,"random",3,269,269,10.7177509940229,2.39141360507347,-0.00280179665889591,7,0.358712824128436,100,900,100,800
"core",70,200,"random",3,270,270,11.7335058799945,3.3930019895779,-0.00920388150494546,6,0.376117207296765,100,900,100,800
"core",71,200,"random",3,271,271,7.98090832354501,2.98487432324328,0.0269154758239165,8,0.729658060873985,100,900,100,800
"core",72,200,"random",3,272,272,8.20388744096272,3.84848585992586,-0.0293917303858325,5,0.180579744023231,100,900,100,800
"core",73,200,"random",3,273,273,3.78240697830915,0.723919001524337,0.0115764465462416,7,0.281565450976747,100,900,100,800
"core",74,200,"random",3,274,274,4.957458257908,2.33588341763243,0.0119725245796144,5,0.490799759389823,100,900,100,800
"core",75,200,"random",3,275,275,11.0038624815643,1.03723995957989,0.0154023304441944,9,0.21364230168658,100,900,100,800
"core",76,200,"random",3,276,276,9.65817295596935,1.44527684280183,-0.0201750384550542,9,0.225308873646377,100,900,100,800
"core",77,200,"random",3,277,277,12.7737596416846,0.7875631992938,-0.0091955062514171,10,0.121273913244028,100,900,100,800
"core",78,200,"random",3,278,278,11.18010826502,3.22913870750926,0.00856096741743386,5,0.13935447289143,100,900,100,800
"core",79,200,"random",3,279,279,10.4378675254993,2.8366561277071,0.0253302633622661,6,1.12350297870267,100,900,100,800
"core",80,200,"random",3,280,280,2.36095124739222,1.65428052435163,0.00144408306106925,10,0.369758783545749,100,900,100,800
"core",81,200,"random",3,281,281,10.3836550454143,2.75468761660159,0.00289238963741809,9,0.811882051309094,100,900,100,800
"core",82,200,"random",3,282,282,11.9037919035181,1.15190043172333,0.0217883755266666,8,1.74491631667832,100,900,100,800
"core",83,200,"random",3,283,283,9.3120170077309,1.33653182559647,-0.0108400176744908,8,0.23588602593629,100,900,100,800
"core",84,200,"random",3,284,284,10.4581328395288,3.75139981531538,-0.029627931592986,6,0.455492141576542,100,900,100,800
"core",85,200,"random",3,285,285,12.4229356045835,1.03939724725205,0.0187588805984706,6,0.601175616905808,100,900,100,800
"core",86,200,"random",3,286,286,8.94179640221409,0.590592423570342,0.0230228114174679,5,0.508936902101711,100,900,100,800
"core",87,200,"random",3,287,287,3.29580454691313,0.676487660617568,-0.0173728717491031,8,0.671741780199363,100,900,100,800
"core",88,200,"random",3,288,288,2.92237761756405,2.58099452394526,-0.0270240051392466,6,0.789744255743523,100,900,100,800
"core",89,200,"random",3,289,289,13.3961226516403,3.1341178790899,-0.0215240643359721,10,0.240623428357211,100,900,100,800
"core",90,200,"random",3,290,290,11.9699262038339,2.43418763368391,0.0111460364749655,10,0.815834229321958,100,900,100,800
"core",91,200,"random",3,291,291,4.3614113710355,1.29121910908725,0.0244657996622845,5,0.182914984842034,100,900,100,800
"core",92,200,"random",3,292,292,13.4862978428137,3.1841705761617,0.0225517758680508,7,1.78623127637885,100,900,100,800
"core",93,200,"random",3,293,293,10.2053913651034,3.17077111324761,0.0204526088107377,9,0.956861118133426,100,900,100,800
"core",94,200,"random",3,294,294,13.3113676512148,1.65337664063554,0.00643556635826826,9,0.193694212532704,100,900,100,800
"core",95,200,"random",3,295,295,12.1540715042502,3.91942521987949,0.0211138161504641,5,0.288373021004709,100,900,100,800
"core",96,200,"random",3,296,296,10.392072111601,3.81018603802659,0.015737988227047,5,0.134326576098848,100,900,100,800
"core",97,200,"random",3,297,297,9.71843756479211,3.68804754992016,0.0150497990939766,6,2.07773921347349,100,900,100,800
"core",98,200,"random",3,298,298,8.58792635262944,3.95564312569331,0.0226786232879385,10,0.358536297307111,100,900,100,800
"core",99,200,"random",3,299,299,2.77213877276517,1.2145069942344,0.00483580813743174,7,0.855221171154039,100,900,100,800
"core",100,200,"random",3,300,300,7.6435881536454,2.21883845923003,-0.0120821721386164,5,0.382706810338822,100,900,100,800
"core",1,500,"random",3,301,301,8.62615214940161,3.55387898208573,-0.0197270826715976,8,0.235542742878175,100,900,100,800
"core",2,500,"random",3,302,302,8.56386826955713,3.61179354740307,0.0167225228436291,10,0.269203860808199,100,900,100,800
"core",3,500,"random",3,303,303,10.2036480624229,1.37917192257009,-0.012214876092039,5,0.634244580342574,100,900,100,800
"core",4,500,"random",3,304,304,6.45837836968713,1.86134028376546,0.0137040296383202,5,0.338317471183054,100,900,100,800
"core",5,500,"random",3,305,305,12.903996428242,2.64705221296754,-0.00580019035376608,6,0.540246408371239,100,900,100,800
"core",6,500,"random",3,306,306,3.39781700470485,1.76251307979692,-0.0285725800925866,6,0.300692843138003,100,900,100,800
"core",7,500,"random",3,307,307,10.990728673758,2.47775041835848,0.0199051528796554,6,0.401561471681069,100,900,100,800
"core",8,500,"random",3,308,308,5.64315527724102,1.38264230045024,-0.0188051471114159,9,3.95270993111822,100,900,100,800
"core",9,500,"random",3,309,309,11.333988902159,2.97337314032484,-0.0044150730734691,8,0.591270289970398,100,900,100,800
"core",10,500,"random",3,310,310,12.7148671108298,1.34917643829249,0.0256743927486241,8,0.72878794438109,100,900,100,800
"core",11,500,"random",3,311,311,13.3544149349909,2.26251175510697,0.0150844790786505,5,0.657742690983514,100,900,100,800
"core",12,500,"random",3,312,312,11.6702280873433,3.37649638624862,-0.00793224403169006,10,0.725071364710786,100,900,100,800
"core",13,500,"random",3,313,313,5.11537344474345,2.6512486935826,0.013592302291654,8,1.76413909223988,100,900,100,800
"core",14,500,"random",3,314,314,12.1442448338494,2.79920422250871,0.0115090103074908,10,0.995146928027478,100,900,100,800
"core",15,500,"random",3,315,315,5.48534222063608,3.07718756201211,-0.00815563390497118,8,0.144870142272372,100,900,100,800
"core",16,500,"random",3,316,316,12.8955929826479,2.55660485429689,0.0204654726013541,10,1.48075332445312,100,900,100,800
"core",17,500,"random",3,317,317,8.4568809568882,0.559172741370276,-0.0244793473742902,8,0.339050289963198,100,900,100,800
"core",18,500,"random",3,318,318,7.7836109243799,3.17538635106757,0.000617324262857436,8,0.93682131029678,100,900,100,800
"core",19,500,"random",3,319,319,10.2246436732821,1.87333686184138,-0.00400748630985618,6,0.359150838752139,100,900,100,800
"core",20,500,"random",3,320,320,9.93401091778651,0.707276158849709,0.0289861226035282,6,0.221998891304063,100,900,100,800
"core",21,500,"random",3,321,321,13.960646789521,2.76714665454347,-0.00845635806676,6,0.319627550266987,100,900,100,800
"core",22,500,"random",3,322,322,7.75508814724162,1.05271792574786,-0.0170987509656697,7,0.262021429277245,100,900,100,800
"core",23,500,"random",3,323,323,4.51478944160044,2.5375452330336,-0.0266932365763932,5,0.464562938902442,100,900,100,800
"core",24,500,"random",3,324,324,14.3179392006714,1.53383255808149,0.0163596441736445,6,0.419156718586661,100,900,100,800
"core",25,500,"random",3,325,325,4.48393163480796,2.43111326405779,-0.00833715240005404,9,0.195587190365797,100,900,100,800
"core",26,500,"random",3,326,326,10.8650016684551,1.56322227371857,-0.0211371246026829,10,1.20981604831316,100,900,100,800
"core",27,500,"random",3,327,327,12.1481728311628,3.85333884286229,0.0239579243352637,8,0.405237353860079,100,900,100,800
"core",28,500,"random",3,328,328,10.309860705398,3.1471603034297,-0.00750934777781367,10,0.144437603249585,100,900,100,800
"core",29,500,"random",3,329,329,6.47047124034725,2.06653064920101,-0.0158150097867474,6,0.22760571694061,100,900,100,800
"core",30,500,"random",3,330,330,11.7335256964434,3.69504170573782,-0.015843788520433,9,1.09445546135225,100,900,100,800
"core",31,500,"random",3,331,331,7.39278906048276,2.37574773270171,-0.014931441731751,5,0.443832462048852,100,900,100,800
"core",32,500,"random",3,332,332,11.1514900831971,3.00631934672128,0.0200476955808699,10,1.60045918001662,100,900,100,800
"core",33,500,"random",3,333,333,11.4574425942264,2.07916422071867,0.0275765109574422,8,0.315928079156867,100,900,100,800
"core",34,500,"random",3,334,334,13.179779045051,2.53197821124922,-0.00281847443897277,8,0.438637051530321,100,900,100,800
"core",35,500,"random",3,335,335,5.50246164388955,3.9669683505781,0.00206794505473226,8,0.159247490842176,100,900,100,800
"core",36,500,"random",3,336,336,12.9436406493187,2.64522055571433,0.00247998040169477,8,2.13733493199692,100,900,100,800
"core",37,500,"random",3,337,337,5.04723978973925,1.43398154375609,-0.0269855799246579,6,0.526733867073312,100,900,100,800
"core",38,500,"random",3,338,338,9.03304129419848,1.35001290799119,-0.0220838619070128,9,0.535588975342058,100,900,100,800
"core",39,500,"random",3,339,339,7.18194984714501,3.52217349968851,-0.0234611399983987,5,0.144116436379937,100,900,100,800
"core",40,500,"random",3,340,340,9.91635274561122,3.44303182361182,0.00797226467169821,5,1.0446861227832,100,900,100,800
"core",41,500,"random",3,341,341,6.51752905617468,3.55350897670723,0.029021437978372,7,0.145614793082022,100,900,100,800
"core",42,500,"random",3,342,342,9.09459642390721,3.6556739625521,0.0065500316536054,10,0.965230276537163,100,900,100,800
"core",43,500,"random",3,343,343,5.19975867029279,1.30301607889123,0.0224567420454696,7,0.180708307860259,100,900,100,800
"core",44,500,"random",3,344,344,3.248211823171,1.35858829843346,0.0257273259339854,8,0.338535440568326,100,900,100,800
"core",45,500,"random",3,345,345,12.5227406122722,3.62229078984819,-0.00411209489218891,7,0.492552657092147,100,900,100,800
"core",46,500,"random",3,346,346,2.79262462840416,2.83061544597149,-0.00612060607876629,9,0.569730446136827,100,900,100,800
"core",47,500,"random",3,347,347,6.09808934642933,3.0279699973762,-0.0284965401655063,6,0.660769987094109,100,900,100,800
"core",48,500,"random",3,348,348,6.0012678084895,1.87153374345507,-0.0143505530850962,8,0.504009161984039,100,900,100,800
"core",49,500,"random",3,349,349,8.85424365033396,3.45096591464244,-0.0282414334500209,7,0.332991462484982,100,900,100,800
"core",50,500,"random",3,350,350,5.81998865306377,0.786101999692619,-0.00369761802256107,7,0.745735987303861,100,900,100,800
"core",51,500,"random",3,351,351,9.20842769998126,0.63930156105198,-0.0247177181113511,8,0.576062922791156,100,900,100,800
"core",52,500,"random",3,352,352,14.8412041752599,1.61268847144675,0.0123601723043248,8,0.268647268995307,100,900,100,800
"core",53,500,"random",3,353,353,2.4098897522781,1.26871707593091,-0.0253047689236701,5,0.411020209995839,100,900,100,800
"core",54,500,"random",3,354,354,2.60763170034625,3.62589572684374,0.0160382051020861,5,0.595068097042099,100,900,100,800
"core",55,500,"random",3,355,355,10.2606232617982,1.72316634003073,-0.0076535151572898,10,0.375389994882322,100,900,100,800
"core",56,500,"random",3,356,356,13.6601417195052,0.522392000304535,-0.0082600899785757,10,0.266314026884038,100,900,100,800
"core",57,500,"random",3,357,357,14.1342539705802,2.51144259085413,0.0230226406222209,9,1.64370024193968,100,900,100,800
"core",58,500,"random",3,358,358,2.62397714401595,2.58546083420515,0.0147513464977965,7,0.670578134844825,100,900,100,800
"core",59,500,"random",3,359,359,8.42875288636424,2.16356327827089,-0.01084550247062,5,1.01517014145486,100,900,100,800
"core",60,500,"random",3,360,360,11.7246707251761,3.93882670858875,0.0229231602139771,5,1.08010929176652,100,900,100,800
"core",61,500,"random",3,361,361,4.84826612845063,2.04356369271409,-0.0171980194095522,6,1.31815521101195,100,900,100,800
"core",62,500,"random",3,362,362,5.43041288875975,1.31746086245403,-0.0235727138025686,5,0.169870929361079,100,900,100,800
"core",63,500,"random",3,363,363,13.7662718065549,3.03907044965308,-0.023056718185544,7,0.159055124363799,100,900,100,800
"core",64,500,"random",3,364,364,4.12414673087187,1.51874115213286,0.00908479405101389,9,0.411448018665922,100,900,100,800
"core",65,500,"random",3,365,365,9.83601535437629,3.36860560427886,-0.0234666126407683,9,1.35025343603443,100,900,100,800
"core",66,500,"random",3,366,366,4.8933075487148,0.689283824875019,0.00615462299901992,9,1.00377286536415,100,900,100,800
"core",67,500,"random",3,367,367,12.9812648578081,3.83271059032995,-0.00983010195661336,6,0.366306191410843,100,900,100,800
"core",68,500,"random",3,368,368,14.103727791924,1.00270793633536,-0.000518633611500265,8,0.210935492581686,100,900,100,800
"core",69,500,"random",3,369,369,9.60952350730076,3.04435235087294,-0.0238731043646112,5,0.174121899136726,100,900,100,800
"core",70,500,"random",3,370,370,13.8394007624593,3.54951263568364,-0.0200536557706073,10,2.88042547565219,100,900,100,800
"core",71,500,"random",3,371,371,11.4925426465925,0.929153946461156,0.027468032296747,9,0.236155682158929,100,900,100,800
"core",72,500,"random",3,372,372,9.16177497268654,2.07108996401075,0.0263096973532811,7,0.270691429575005,100,900,100,800
"core",73,500,"random",3,373,373,14.0368272000924,0.797484660055488,-0.0067605277011171,10,0.222669339044367,100,900,100,800
"core",74,500,"random",3,374,374,8.44083743332885,1.79563780629542,-0.0242735665244982,5,0.223027930897079,100,900,100,800
"core",75,500,"random",3,375,375,11.6818609633483,3.68116698809899,0.0201135611627251,5,0.196317992234024,100,900,100,800
"core",76,500,"random",3,376,376,3.71445515216328,2.17981065867934,-0.0126721087424085,6,0.176392401961907,100,900,100,800
"core",77,500,"random",3,377,377,10.4013405465521,1.71435789670795,-0.014644786035642,9,0.281228283035849,100,900,100,800
"core",78,500,"random",3,378,378,3.08963156095706,1.25295214424841,0.0177258772635832,5,0.334993663872726,100,900,100,800
"core",79,500,"random",3,379,379,5.2491799283307,2.73361283564009,0.00176537760067731,5,0.141104032372773,100,900,100,800
"core",80,500,"random",3,380,380,4.54745745845139,0.773525206022896,0.0153908744780347,10,0.968535785296142,100,900,100,800
"core",81,500,"random",3,381,381,11.3496612040326,2.79404762305785,-0.0204599049361423,10,0.124741096197181,100,900,100,800
"core",82,500,"random",3,382,382,13.7047158202622,1.83043300139252,0.0154690488148481,7,0.257098401507984,100,900,100,800
"core",83,500,"random",3,383,383,6.41159008722752,3.11635818809737,-0.0173994604730979,9,2.28804114359302,100,900,100,800
"core",84,500,"random",3,384,384,8.87782770348713,2.55448827368673,-0.0078356150072068,5,0.431359772787461,100,900,100,800
"core",85,500,"random",3,385,385,14.8100691863801,1.68004114017822,-0.0105004205787554,9,0.156641400138856,100,900,100,800
"core",86,500,"random",3,386,386,10.9701384510845,2.8462835047394,-0.0157745408406481,6,0.446279323541268,100,900,100,800
"core",87,500,"random",3,387,387,10.2439138516784,1.79986433906015,-0.00447789791040122,10,0.795505532255235,100,900,100,800
"core",88,500,"random",3,388,388,4.94359531253576,3.84786803310271,0.0240579348430037,5,0.157978303839261,100,900,100,800
"core",89,500,"random",3,389,389,4.76156514487229,2.84247692464851,0.00440095889847725,6,0.243491676115644,100,900,100,800
"core",90,500,"random",3,390,390,8.71492566051893,0.866694370401092,0.0220058318087831,10,0.445767842214481,100,900,100,800
"core",91,500,"random",3,391,391,14.3448656110559,1.25777467899024,0.00389947724528611,8,0.331221902330427,100,900,100,800
"core",92,500,"random",3,392,392,12.0486871839967,1.9477864021901,-0.0170042598294094,8,0.732445655026201,100,900,100,800
"core",93,500,"random",3,393,393,6.19583163037896,1.93596303835511,0.016852126987651,5,0.524349239110999,100,900,100,800
"core",94,500,"random",3,394,394,2.34175852476619,1.33374418923631,0.0260243048099801,6,0.154023088805893,100,900,100,800
"core",95,500,"random",3,395,395,2.73211126821116,1.4807437757263,-0.0172506966535002,9,0.16919208882383,100,900,100,800
"core",96,500,"random",3,396,396,10.7354262918234,3.53067212586757,0.0296517122955993,7,0.303809858292091,100,900,100,800
"core",97,500,"random",3,397,397,3.924402610166,0.97627353889402,0.0199502134043723,7,0.670080572765198,100,900,100,800
"core",98,500,"random",3,398,398,12.3293237895705,2.69739809900057,0.0263676266558468,6,3.46243166147175,100,900,100,800
"core",99,500,"random",3,399,399,8.71596390986815,2.47570041567087,0.0115155069809407,5,0.522611219213471,100,900,100,800
"core",100,500,"random",3,400,400,2.29243844351731,3.97147561318707,-0.0236685408605263,5,1.46253721918211,100,900,100,800
"core",1,50,"zero",3,401,401,6.32719460083172,2.85853830981068,0,8,2.04329274004284,100,900,100,800
"core",2,50,"zero",3,402,402,7.30160709866323,2.30538886378054,0,8,0.357632489504131,100,900,100,800
"core",3,50,"zero",3,403,403,10.7975693589542,2.38703471398912,0,7,0.739959894047183,100,900,100,800
"core",4,50,"zero",3,404,404,3.9481836988125,0.731659689801745,0,7,0.246212052958938,100,900,100,800
"core",5,50,"zero",3,405,405,7.3208698190283,2.70790913782548,0,10,0.497783347366224,100,900,100,800
"core",6,50,"zero",3,406,406,3.13249328988604,1.3712876085192,0,5,0.769310015865142,100,900,100,800
"core",7,50,"zero",3,407,407,2.41155745764263,2.12398496468086,0,9,1.45707354397277,100,900,100,800
"core",8,50,"zero",3,408,408,7.86021594936028,0.977073826710694,0,10,0.981108506362297,100,900,100,800
"core",9,50,"zero",3,409,409,7.01842583646066,2.00628761353437,0,8,0.791982799003763,100,900,100,800
"core",10,50,"zero",3,410,410,11.7307995711453,2.36760065588169,0,10,0.176373540282014,100,900,100,800
"core",11,50,"zero",3,411,411,14.49817019701,0.703432924230583,0,9,2.73812366335481,100,900,100,800
"core",12,50,"zero",3,412,412,8.35798067436554,3.96148339728825,0,9,0.233036105843939,100,900,100,800
"core",13,50,"zero",3,413,413,6.27696818416007,3.60508066171315,0,10,2.1745246159138,100,900,100,800
"core",14,50,"zero",3,414,414,10.6604177455883,0.934013178921305,0,5,0.264766516824966,100,900,100,800
"core",15,50,"zero",3,415,415,5.61368957371451,3.74649928091094,0,10,0.356459499468882,100,900,100,800
"core",16,50,"zero",3,416,416,4.85182518023066,1.16430747613776,0,9,1.66082637236683,100,900,100,800
"core",17,50,"zero",3,417,417,7.87611159868538,3.32275460485835,0,9,0.163685320196464,100,900,100,800
"core",18,50,"zero",3,418,418,5.61494260164909,2.59361332037952,0,7,0.32331737058624,100,900,100,800
"core",19,50,"zero",3,419,419,14.3609304584097,3.02827025973238,0,9,0.229462138273378,100,900,100,800
"core",20,50,"zero",3,420,420,7.07984113413841,1.96000897604972,0,8,0.591452190002423,100,900,100,800
"core",21,50,"zero",3,421,421,4.49314381065778,2.36550980596803,0,5,0.167899617517877,100,900,100,800
"core",22,50,"zero",3,422,422,2.68494895822369,1.21743023849558,0,9,0.392667252977623,100,900,100,800
"core",23,50,"zero",3,423,423,12.1725154211745,1.70127793529537,0,5,2.9941882990226,100,900,100,800
"core",24,50,"zero",3,424,424,7.53870735038072,2.53965310391504,0,10,1.16789981782858,100,900,100,800
"core",25,50,"zero",3,425,425,5.50542424689047,2.51888789073564,0,6,0.95694519576177,100,900,100,800
"core",26,50,"zero",3,426,426,5.8156368676573,3.12761818210129,0,6,0.306798135738062,100,900,100,800
"core",27,50,"zero",3,427,427,6.83093450125307,1.51528998324648,0,7,0.384285575422814,100,900,100,800
"core",28,50,"zero",3,428,428,6.71604768070392,3.96804121753667,0,8,0.841217207039317,100,900,100,800
"core",29,50,"zero",3,429,429,6.69578048703261,3.15690875286236,0,7,0.166455551092599,100,900,100,800
"core",30,50,"zero",3,430,430,12.0835565640591,2.86147736734711,0,9,0.109095011640695,100,900,100,800
"core",31,50,"zero",3,431,431,12.1735317443963,2.79096982430201,0,10,0.373636949584939,100,900,100,800
"core",32,50,"zero",3,432,432,6.61769472202286,2.18330371705815,0,7,0.36778401361056,100,900,100,800
"core",33,50,"zero",3,433,433,11.4721699568909,2.26397049776278,0,8,1.37750017263112,100,900,100,800
"core",34,50,"zero",3,434,434,6.24038265785202,2.34523721889127,0,10,0.305301534432755,100,900,100,800
"core",35,50,"zero",3,435,435,13.1679931553081,1.89703872043174,0,5,0.255908068279136,100,900,100,800
"core",36,50,"zero",3,436,436,7.97182573704049,0.740402688737959,0,7,0.958659738365694,100,900,100,800
"core",37,50,"zero",3,437,437,13.1369462704752,2.66509102517739,0,10,0.267829735133557,100,900,100,800
"core",38,50,"zero",3,438,438,7.05864814273082,1.15861674002372,0,8,3.49292071378794,100,900,100,800
"core",39,50,"zero",3,439,439,14.8008046681061,3.17868803499732,0,8,0.207021167890597,100,900,100,800
"core",40,50,"zero",3,440,440,5.42904290836304,3.90381213475484,0,9,1.45477897668218,100,900,100,800
"core",41,50,"zero",3,441,441,8.86510280403309,3.72521743772086,0,9,3.27294888726188,100,900,100,800
"core",42,50,"zero",3,442,442,5.82065239665098,1.37558646104299,0,6,0.462500766160784,100,900,100,800
"core",43,50,"zero",3,443,443,2.07304379995912,0.79686020151712,0,8,0.122455828711135,100,900,100,800
"core",44,50,"zero",3,444,444,4.66471613268368,3.00963245565072,0,9,0.158254509100934,100,900,100,800
"core",45,50,"zero",3,445,445,5.82380240387283,1.46041306050029,0,9,0.446871596466029,100,900,100,800
"core",46,50,"zero",3,446,446,10.2774309914093,2.24979276012164,0,10,0.292788231452408,100,900,100,800
"core",47,50,"zero",3,447,447,4.84560034237802,3.84733525488991,0,6,0.446490892135234,100,900,100,800
"core",48,50,"zero",3,448,448,9.24171195481904,1.47284930222668,0,9,1.51836702703179,100,900,100,800
"core",49,50,"zero",3,449,449,6.98721686960198,2.02211556525435,0,9,0.506887096438286,100,900,100,800
"core",50,50,"zero",3,450,450,2.28700369689614,1.87593641190324,0,5,0.397467326596914,100,900,100,800
"core",51,50,"zero",3,451,451,13.3777374122292,3.80998229084071,0,7,0.491537005292375,100,900,100,800
"core",52,50,"zero",3,452,452,8.82092778664082,3.70835097064264,0,10,0.37087545672044,100,900,100,800
"core",53,50,"zero",3,453,453,5.70130955986679,1.24283830425702,0,6,0.652235795298326,100,900,100,800
"core",54,50,"zero",3,454,454,11.2345827780664,1.96617777668871,0,8,0.865702643455896,100,900,100,800
"core",55,50,"zero",3,455,455,4.73237932031043,3.58376003056765,0,10,0.145039844419625,100,900,100,800
"core",56,50,"zero",3,456,456,8.00578028545715,3.29870146175381,0,7,0.373585464922572,100,900,100,800
"core",57,50,"zero",3,457,457,10.9550527003594,1.18252656538971,0,5,0.238154945411382,100,900,100,800
"core",58,50,"zero",3,458,458,11.2852427321486,3.39903616998345,0,9,0.961465980253976,100,900,100,800
"core",59,50,"zero",3,459,459,11.8575499490835,1.17276515322737,0,6,0.482352144476107,100,900,100,800
"core",60,50,"zero",3,460,460,12.8005965829361,0.976122996187769,0,8,0.169517880913238,100,900,100,800
"core",61,50,"zero",3,461,461,7.2514041941613,2.6567921115784,0,6,0.820465985064864,100,900,100,800
"core",62,50,"zero",3,462,462,13.091801766539,2.07119367644191,0,10,0.117901626369297,100,900,100,800
"core",63,50,"zero",3,463,463,10.5800860386807,1.87102131999563,0,9,1.56988911804925,100,900,100,800
"core",64,50,"zero",3,464,464,2.38318993709981,3.32448766974267,0,9,0.147082532688708,100,900,100,800
"core",65,50,"zero",3,465,465,10.9806110523641,0.965455334633589,0,5,4.2413543892197,100,900,100,800
"core",66,50,"zero",3,466,466,7.65865550446324,1.18006475747097,0,10,0.290597467506569,100,900,100,800
"core",67,50,"zero",3,467,467,10.3647687104531,0.970186671474949,0,6,0.340665964387689,100,900,100,800
"core",68,50,"zero",3,468,468,4.39761344739236,0.929544233251363,0,7,0.181221734433569,100,900,100,800
"core",69,50,"zero",3,469,469,5.69374771858566,2.67339397093747,0,9,0.133733668457521,100,900,100,800
"core",70,50,"zero",3,470,470,8.82061033602804,3.08562481834088,0,9,0.682907700745299,100,900,100,800
"core",71,50,"zero",3,471,471,12.0098802358843,0.985829904908314,0,9,0.152447269647772,100,900,100,800
"core",72,50,"zero",3,472,472,7.04907740629278,1.4410845907405,0,9,1.24749911064744,100,900,100,800
"core",73,50,"zero",3,473,473,2.15152445016429,3.45884780108463,0,6,0.123461419058986,100,900,100,800
"core",74,50,"zero",3,474,474,6.53566983318888,3.89800015510991,0,7,0.265535061220648,100,900,100,800
"core",75,50,"zero",3,475,475,11.4952766234055,3.65757499448955,0,8,1.00082291665426,100,900,100,800
