"rep","N","slope_condition","prop_coarse_samples","coarse_frac","growth_ratio","precision_trend","sweep","dataset_id","seed","intercept","sigma","slope","period_start","period_end","fine_frac","time_ref_min","time_ref_range"
60,50,"zero",0.5,0.25,1,0,"core",860,860,9.05330739822239,1.97895956761204,0,100,900,0.0625,-332,1664
61,50,"zero",0.5,0.25,1,0,"core",861,861,6.05988340242766,3.79942515515722,0,100,900,0.0625,-332,1664
62,50,"zero",0.5,0.25,1,0,"core",862,862,6.44271713378839,3.50548339402303,0,100,900,0.0625,-332,1664
63,50,"zero",0.5,0.25,1,0,"core",863,863,12.1272820353042,2.45892688387539,0,100,900,0.0625,-332,1664
64,50,"zero",0.5,0.25,1,0,"core",864,864,6.64423756441101,0.947887869668193,0,100,900,0.0625,-332,1664
65,50,"zero",0.5,0.25,1,0,"core",865,865,14.7759902547114,1.7078676664969,0,100,900,0.0625,-332,1664
66,50,"zero",0.5,0.25,1,0,"core",866,866,9.47511153994128,2.14875433058478,0,100,900,0.0625,-332,1664
67,50,"zero",0.5,0.25,1,0,"core",867,867,8.73216782649979,3.65526015183423,0,100,900,0.0625,-332,1664
68,50,"zero",0.5,0.25,1,0,"core",868,868,5.48874387587421,2.05282565718517,0,100,900,0.0625,-332,1664
69,50,"zero",0.5,0.25,1,0,"core",869,869,12.7671463112347,0.543165697483346,0,100,900,0.0625,-332,1664
70,50,"zero",0.5,0.25,1,0,"core",870,870,11.0670297779143,2.81127999490127,0,100,900,0.0625,-332,1664
71,50,"zero",0.5,0.25,1,0,"core",871,871,2.21857953583822,2.01331797731109,0,100,900,0.0625,-332,1664
72,50,"zero",0.5,0.25,1,0,"core",872,872,14.4459154561628,1.58081217226572,0,100,900,0.0625,-332,1664
73,50,"zero",0.5,0.25,1,0,"core",873,873,8.96834553428926,3.30591704091057,0,100,900,0.0625,-332,1664
74,50,"zero",0.5,0.25,1,0,"core",874,874,4.6307707130909,3.64597115688957,0,100,900,0.0625,-332,1664
75,50,"zero",0.5,0.25,1,0,"core",875,875,2.53305589850061,2.30271707870997,0,100,900,0.0625,-332,1664
76,50,"zero",0.5,0.25,1,0,"core",876,876,9.56933634215966,2.04765947442502,0,100,900,0.0625,-332,1664
77,50,"zero",0.5,0.25,1,0,"core",877,877,2.57655862462707,2.27094535413198,0,100,900,0.0625,-332,1664
78,50,"zero",0.5,0.25,1,0,"core",878,878,9.54002635530196,0.534788313205354,0,100,900,0.0625,-332,1664
79,50,"zero",0.5,0.25,1,0,"core",879,879,13.9662184049375,3.08073590532877,0,100,900,0.0625,-332,1664
80,50,"zero",0.5,0.25,1,0,"core",880,880,5.80302371457219,2.15675395564176,0,100,900,0.0625,-332,1664
81,50,"zero",0.5,0.25,1,0,"core",881,881,11.8470315281302,0.843617693171836,0,100,900,0.0625,-332,1664
82,50,"zero",0.5,0.25,1,0,"core",882,882,11.3172673485242,2.96216970332898,0,100,900,0.0625,-332,1664
83,50,"zero",0.5,0.25,1,0,"core",883,883,11.3303767754696,1.60987529426347,0,100,900,0.0625,-332,1664
84,50,"zero",0.5,0.25,1,0,"core",884,884,2.20054653403349,3.08915749832522,0,100,900,0.0625,-332,1664
85,50,"zero",0.5,0.25,1,0,"core",885,885,5.85520884511061,1.67402410297655,0,100,900,0.0625,-332,1664
86,50,"zero",0.5,0.25,1,0,"core",886,886,7.36446441151202,1.29803999117576,0,100,900,0.0625,-332,1664
87,50,"zero",0.5,0.25,1,0,"core",887,887,3.29900833428837,1.75530086376239,0,100,900,0.0625,-332,1664
88,50,"zero",0.5,0.25,1,0,"core",888,888,5.79945192299783,2.82756155577954,0,100,900,0.0625,-332,1664
89,50,"zero",0.5,0.25,1,0,"core",889,889,10.6614041125868,3.38233341532759,0,100,900,0.0625,-332,1664
90,50,"zero",0.5,0.25,1,0,"core",890,890,5.45816410775296,3.64052172051743,0,100,900,0.0625,-332,1664
91,50,"zero",0.5,0.25,1,0,"core",891,891,3.68163618887775,1.55383434984833,0,100,900,0.0625,-332,1664
92,50,"zero",0.5,0.25,1,0,"core",892,892,2.14487615716644,3.38451405253727,0,100,900,0.0625,-332,1664
93,50,"zero",0.5,0.25,1,0,"core",893,893,14.8990511198062,1.99900819372851,0,100,900,0.0625,-332,1664
94,50,"zero",0.5,0.25,1,0,"core",894,894,6.06406199443154,3.04672783566639,0,100,900,0.0625,-332,1664
95,50,"zero",0.5,0.25,1,0,"core",895,895,8.90554521302693,1.24777057359461,0,100,900,0.0625,-332,1664
96,50,"zero",0.5,0.25,1,0,"core",896,896,11.3854463449679,2.17478141456377,0,100,900,0.0625,-332,1664
97,50,"zero",0.5,0.25,1,0,"core",897,897,10.113094860455,0.676777096115984,0,100,900,0.0625,-332,1664
98,50,"zero",0.5,0.25,1,0,"core",898,898,6.93859406886622,3.98356149613392,0,100,900,0.0625,-332,1664
99,50,"zero",0.5,0.25,1,0,"core",899,899,2.74258792842738,3.88255034317262,0,100,900,0.0625,-332,1664
100,50,"zero",0.5,0.25,1,0,"core",900,900,8.36902589141391,2.93425164173823,0,100,900,0.0625,-332,1664
101,50,"zero",0.5,0.25,1,0,"core",901,901,11.0751273746137,3.06100257660728,0,100,900,0.0625,-332,1664
102,50,"zero",0.5,0.25,1,0,"core",902,902,9.90523832384497,0.632013507303782,0,100,900,0.0625,-332,1664
103,50,"zero",0.5,0.25,1,0,"core",903,903,13.3346288600005,1.85503794508986,0,100,900,0.0625,-332,1664
104,50,"zero",0.5,0.25,1,0,"core",904,904,5.38556334329769,3.42742474761326,0,100,900,0.0625,-332,1664
105,50,"zero",0.5,0.25,1,0,"core",905,905,10.0942345317453,2.87796178471763,0,100,900,0.0625,-332,1664
106,50,"zero",0.5,0.25,1,0,"core",906,906,3.58980326564051,1.282704405603,0,100,900,0.0625,-332,1664
107,50,"zero",0.5,0.25,1,0,"core",907,907,8.78791762050241,2.31411939056125,0,100,900,0.0625,-332,1664
108,50,"zero",0.5,0.25,1,0,"core",908,908,13.8506890647113,1.27250394341536,0,100,900,0.0625,-332,1664
109,50,"zero",0.5,0.25,1,0,"core",909,909,14.2364010270685,1.69473272899631,0,100,900,0.0625,-332,1664
110,50,"zero",0.5,0.25,1,0,"core",910,910,6.64759726822376,0.580668342881836,0,100,900,0.0625,-332,1664
111,50,"zero",0.5,0.25,1,0,"core",911,911,11.9304062721785,1.12222899449989,0,100,900,0.0625,-332,1664
112,50,"zero",0.5,0.25,1,0,"core",912,912,4.38594892318361,0.745765807689168,0,100,900,0.0625,-332,1664
113,50,"zero",0.5,0.25,1,0,"core",913,913,11.5818562111817,1.6465939222835,0,100,900,0.0625,-332,1664
114,50,"zero",0.5,0.25,1,0,"core",914,914,3.12466215738095,0.969782506814227,0,100,900,0.0625,-332,1664
115,50,"zero",0.5,0.25,1,0,"core",915,915,13.1379720796831,0.750004809349775,0,100,900,0.0625,-332,1664
116,50,"zero",0.5,0.25,1,0,"core",916,916,14.0626089177094,1.20222854870372,0,100,900,0.0625,-332,1664
117,50,"zero",0.5,0.25,1,0,"core",917,917,10.2391740700696,0.662152089294977,0,100,900,0.0625,-332,1664
118,50,"zero",0.5,0.25,1,0,"core",918,918,2.81342384847812,0.566006066277623,0,100,900,0.0625,-332,1664
119,50,"zero",0.5,0.25,1,0,"core",919,919,14.989143921528,0.668460280634463,0,100,900,0.0625,-332,1664
120,50,"zero",0.5,0.25,1,0,"core",920,920,6.10392676619813,0.748818542342633,0,100,900,0.0625,-332,1664
121,50,"zero",0.5,0.25,1,0,"core",921,921,10.2785586251412,1.20335990237072,0,100,900,0.0625,-332,1664
122,50,"zero",0.5,0.25,1,0,"core",922,922,12.839619477978,0.994034731760621,0,100,900,0.0625,-332,1664
123,50,"zero",0.5,0.25,1,0,"core",923,923,13.1597158000804,2.08442413166631,0,100,900,0.0625,-332,1664
124,50,"zero",0.5,0.25,1,0,"core",924,924,13.4336745862383,1.6494036198128,0,100,900,0.0625,-332,1664
125,50,"zero",0.5,0.25,1,0,"core",925,925,12.663657641504,1.02113865863066,0,100,900,0.0625,-332,1664
126,50,"zero",0.5,0.25,1,0,"core",926,926,8.83130363025703,1.57735255523585,0,100,900,0.0625,-332,1664
127,50,"zero",0.5,0.25,1,0,"core",927,927,11.9257023097016,3.41673212463502,0,100,900,0.0625,-332,1664
128,50,"zero",0.5,0.25,1,0,"core",928,928,14.3897225752007,1.85115722555202,0,100,900,0.0625,-332,1664
129,50,"zero",0.5,0.25,1,0,"core",929,929,13.1071769124828,1.47320315777324,0,100,900,0.0625,-332,1664
130,50,"zero",0.5,0.25,1,0,"core",930,930,7.10030876542442,0.625410786480643,0,100,900,0.0625,-332,1664
131,50,"zero",0.5,0.25,1,0,"core",931,931,10.2816869392991,1.27727931214031,0,100,900,0.0625,-332,1664
132,50,"zero",0.5,0.25,1,0,"core",932,932,8.6044289113488,0.575400788104162,0,100,900,0.0625,-332,1664
133,50,"zero",0.5,0.25,1,0,"core",933,933,2.34360947250389,2.42475359421223,0,100,900,0.0625,-332,1664
134,50,"zero",0.5,0.25,1,0,"core",934,934,3.18133182567544,1.48485738190357,0,100,900,0.0625,-332,1664
135,50,"zero",0.5,0.25,1,0,"core",935,935,4.75132687529549,2.1414941099938,0,100,900,0.0625,-332,1664
136,50,"zero",0.5,0.25,1,0,"core",936,936,13.2177374544553,1.66908193414565,0,100,900,0.0625,-332,1664
137,50,"zero",0.5,0.25,1,0,"core",937,937,14.8756387890317,0.984296615351923,0,100,900,0.0625,-332,1664
138,50,"zero",0.5,0.25,1,0,"core",938,938,14.111529158894,1.32970355229918,0,100,900,0.0625,-332,1664
139,50,"zero",0.5,0.25,1,0,"core",939,939,14.6441442496143,3.55123274598736,0,100,900,0.0625,-332,1664
140,50,"zero",0.5,0.25,1,0,"core",940,940,5.68749203765765,1.86711791099515,0,100,900,0.0625,-332,1664
141,50,"zero",0.5,0.25,1,0,"core",941,941,7.93303923797794,2.31297436601017,0,100,900,0.0625,-332,1664
142,50,"zero",0.5,0.25,1,0,"core",942,942,13.084398369072,2.90351222618483,0,100,900,0.0625,-332,1664
143,50,"zero",0.5,0.25,1,0,"core",943,943,2.07785059791058,3.50489546533208,0,100,900,0.0625,-332,1664
144,50,"zero",0.5,0.25,1,0,"core",944,944,14.2506203809753,1.67753604683094,0,100,900,0.0625,-332,1664
145,50,"zero",0.5,0.25,1,0,"core",945,945,4.90861724922433,3.00044150953181,0,100,900,0.0625,-332,1664
146,50,"zero",0.5,0.25,1,0,"core",946,946,12.9575253028888,2.92898472992238,0,100,900,0.0625,-332,1664
147,50,"zero",0.5,0.25,1,0,"core",947,947,2.85933330911212,3.29129261022899,0,100,900,0.0625,-332,1664
148,50,"zero",0.5,0.25,1,0,"core",948,948,5.49899785150774,2.75367695558816,0,100,900,0.0625,-332,1664
149,50,"zero",0.5,0.25,1,0,"core",949,949,2.6064444265794,0.975136534660123,0,100,900,0.0625,-332,1664
150,50,"zero",0.5,0.25,1,0,"core",950,950,7.58323001372628,3.73163942841347,0,100,900,0.0625,-332,1664
151,50,"zero",0.5,0.25,1,0,"core",951,951,12.7765960695688,1.32488330744673,0,100,900,0.0625,-332,1664
152,50,"zero",0.5,0.25,1,0,"core",952,952,5.7878472507,3.9461467906367,0,100,900,0.0625,-332,1664
153,50,"zero",0.5,0.25,1,0,"core",953,953,9.1463581265416,1.84538940002676,0,100,900,0.0625,-332,1664
154,50,"zero",0.5,0.25,1,0,"core",954,954,2.12954222713597,0.828304379829206,0,100,900,0.0625,-332,1664
155,50,"zero",0.5,0.25,1,0,"core",955,955,14.0229013790376,0.737091878661886,0,100,900,0.0625,-332,1664
156,50,"zero",0.5,0.25,1,0,"core",956,956,2.23535643145442,3.73967784142587,0,100,900,0.0625,-332,1664
157,50,"zero",0.5,0.25,1,0,"core",957,957,3.20285538583994,2.88984325306956,0,100,900,0.0625,-332,1664
158,50,"zero",0.5,0.25,1,0,"core",958,958,14.7283854752313,2.16201702272519,0,100,900,0.0625,-332,1664
159,50,"zero",0.5,0.25,1,0,"core",959,959,4.0501659582369,2.6983589871088,0,100,900,0.0625,-332,1664
160,50,"zero",0.5,0.25,1,0,"core",960,960,5.41070656687953,3.55452055693604,0,100,900,0.0625,-332,1664
161,50,"zero",0.5,0.25,1,0,"core",961,961,11.6152044252958,2.27025403571315,0,100,900,0.0625,-332,1664
162,50,"zero",0.5,0.25,1,0,"core",962,962,10.7971765319817,3.26220054517034,0,100,900,0.0625,-332,1664
163,50,"zero",0.5,0.25,1,0,"core",963,963,13.3915371731855,0.701699353288859,0,100,900,0.0625,-332,1664
164,50,"zero",0.5,0.25,1,0,"core",964,964,3.5126455987338,3.02564150013495,0,100,900,0.0625,-332,1664
165,50,"zero",0.5,0.25,1,0,"core",965,965,7.60430432134308,1.59407515125349,0,100,900,0.0625,-332,1664
166,50,"zero",0.5,0.25,1,0,"core",966,966,13.3516850897577,3.85009536857251,0,100,900,0.0625,-332,1664
167,50,"zero",0.5,0.25,1,0,"core",967,967,4.17594448267482,3.01732930762228,0,100,900,0.0625,-332,1664
168,50,"zero",0.5,0.25,1,0,"core",968,968,4.15829019993544,3.45493428886402,0,100,900,0.0625,-332,1664
169,50,"zero",0.5,0.25,1,0,"core",969,969,14.585508557735,1.44782617746387,0,100,900,0.0625,-332,1664
170,50,"zero",0.5,0.25,1,0,"core",970,970,6.90572773013264,3.17132142256014,0,100,900,0.0625,-332,1664
171,50,"zero",0.5,0.25,1,0,"core",971,971,14.4012776291929,2.12897540209815,0,100,900,0.0625,-332,1664
172,50,"zero",0.5,0.25,1,0,"core",972,972,11.8930827428121,3.39653658377938,0,100,900,0.0625,-332,1664
173,50,"zero",0.5,0.25,1,0,"core",973,973,13.1126004992984,2.42836946318857,0,100,900,0.0625,-332,1664
174,50,"zero",0.5,0.25,1,0,"core",974,974,13.941422436852,2.60275767336134,0,100,900,0.0625,-332,1664
175,50,"zero",0.5,0.25,1,0,"core",975,975,12.3003987025004,3.56680629018229,0,100,900,0.0625,-332,1664
176,50,"zero",0.5,0.25,1,0,"core",976,976,5.50976950046606,3.80414234031923,0,100,900,0.0625,-332,1664
177,50,"zero",0.5,0.25,1,0,"core",977,977,3.5095894918777,2.28286899963859,0,100,900,0.0625,-332,1664
178,50,"zero",0.5,0.25,1,0,"core",978,978,11.9516537580639,3.25587191269733,0,100,900,0.0625,-332,1664
179,50,"zero",0.5,0.25,1,0,"core",979,979,2.27607390377671,1.73453615093604,0,100,900,0.0625,-332,1664
180,50,"zero",0.5,0.25,1,0,"core",980,980,2.69662144593894,1.3828535056673,0,100,900,0.0625,-332,1664
181,50,"zero",0.5,0.25,1,0,"core",981,981,14.7811911357567,2.77127288444899,0,100,900,0.0625,-332,1664
182,50,"zero",0.5,0.25,1,0,"core",982,982,8.45320089068264,1.58951914252248,0,100,900,0.0625,-332,1664
183,50,"zero",0.5,0.25,1,0,"core",983,983,10.0289761566091,1.11373440211173,0,100,900,0.0625,-332,1664
184,50,"zero",0.5,0.25,1,0,"core",984,984,3.48201874876395,1.71005733695347,0,100,900,0.0625,-332,1664
185,50,"zero",0.5,0.25,1,0,"core",985,985,4.66223281715065,0.513832578784786,0,100,900,0.0625,-332,1664
186,50,"zero",0.5,0.25,1,0,"core",986,986,3.7129677713383,2.12793761608191,0,100,900,0.0625,-332,1664
187,50,"zero",0.5,0.25,1,0,"core",987,987,14.1717544586863,2.15400225506164,0,100,900,0.0625,-332,1664
188,50,"zero",0.5,0.25,1,0,"core",988,988,10.8058805295732,0.936118416022509,0,100,900,0.0625,-332,1664
189,50,"zero",0.5,0.25,1,0,"core",989,989,5.50137664866634,1.22086924489122,0,100,900,0.0625,-332,1664
190,50,"zero",0.5,0.25,1,0,"core",990,990,6.65461136191152,2.11446866765618,0,100,900,0.0625,-332,1664
191,50,"zero",0.5,0.25,1,0,"core",991,991,6.19697210681625,1.2468572279904,0,100,900,0.0625,-332,1664
192,50,"zero",0.5,0.25,1,0,"core",992,992,9.69267393229529,1.58629550959449,0,100,900,0.0625,-332,1664
193,50,"zero",0.5,0.25,1,0,"core",993,993,10.7275359460618,3.71526730037294,0,100,900,0.0625,-332,1664
194,50,"zero",0.5,0.25,1,0,"core",994,994,5.37730590743013,0.851331002195366,0,100,900,0.0625,-332,1664
195,50,"zero",0.5,0.25,1,0,"core",995,995,3.05768045037985,2.99624841974583,0,100,900,0.0625,-332,1664
196,50,"zero",0.5,0.25,1,0,"core",996,996,6.02078379923478,3.70090196130332,0,100,900,0.0625,-332,1664
197,50,"zero",0.5,0.25,1,0,"core",997,997,5.9996541980654,3.33415954152588,0,100,900,0.0625,-332,1664
198,50,"zero",0.5,0.25,1,0,"core",998,998,10.6414824884851,3.84878307045437,0,100,900,0.0625,-332,1664
199,50,"zero",0.5,0.25,1,0,"core",999,999,3.87766977865249,3.80192774021998,0,100,900,0.0625,-332,1664
200,50,"zero",0.5,0.25,1,0,"core",1000,1000,5.88124024332501,1.43157400214113,0,100,900,0.0625,-332,1664
1,100,"zero",0.5,0.25,1,0,"core",1001,1001,13.4390125267673,1.04281188303139,0,100,900,0.0625,-332,1664
2,100,"zero",0.5,0.25,1,0,"core",1002,1002,9.40347240143456,3.303921311046,0,100,900,0.0625,-332,1664
3,100,"zero",0.5,0.25,1,0,"core",1003,1003,10.1827245710883,2.20036633557174,0,100,900,0.0625,-332,1664
4,100,"zero",0.5,0.25,1,0,"core",1004,1004,7.54125637467951,2.65945203730371,0,100,900,0.0625,-332,1664
5,100,"zero",0.5,0.25,1,0,"core",1005,1005,7.02459838939831,3.47764666506555,0,100,900,0.0625,-332,1664
6,100,"zero",0.5,0.25,1,0,"core",1006,1006,14.9123875566293,1.65600116190035,0,100,900,0.0625,-332,1664
7,100,"zero",0.5,0.25,1,0,"core",1007,1007,13.7889589588158,2.70022181863897,0,100,900,0.0625,-332,1664
8,100,"zero",0.5,0.25,1,0,"core",1008,1008,7.78612119355239,1.65173166966997,0,100,900,0.0625,-332,1664
9,100,"zero",0.5,0.25,1,0,"core",1009,1009,8.26424162485637,1.58205694879871,0,100,900,0.0625,-332,1664
10,100,"zero",0.5,0.25,1,0,"core",1010,1010,6.95309783890843,3.96002289361786,0,100,900,0.0625,-332,1664
11,100,"zero",0.5,0.25,1,0,"core",1011,1011,7.39453202113509,2.15858955460135,0,100,900,0.0625,-332,1664
12,100,"zero",0.5,0.25,1,0,"core",1012,1012,12.415257894434,1.90620956360362,0,100,900,0.0625,-332,1664
13,100,"zero",0.5,0.25,1,0,"core",1013,1013,9.19701815932058,0.889714898890816,0,100,900,0.0625,-332,1664
14,100,"zero",0.5,0.25,1,0,"core",1014,1014,8.85870114667341,3.44306064606644,0,100,900,0.0625,-332,1664
15,100,"zero",0.5,0.25,1,0,"core",1015,1015,5.37303726212122,3.38253568834625,0,100,900,0.0625,-332,1664
16,100,"zero",0.5,0.25,1,0,"core",1016,1016,10.4634385143872,3.28097002522554,0,100,900,0.0625,-332,1664
17,100,"zero",0.5,0.25,1,0,"core",1017,1017,8.79582861508243,3.28120572573971,0,100,900,0.0625,-332,1664
18,100,"zero",0.5,0.25,1,0,"core",1018,1018,12.2063366421498,3.22792198334355,0,100,900,0.0625,-332,1664
19,100,"zero",0.5,0.25,1,0,"core",1019,1019,12.7135727247223,1.33821143745445,0,100,900,0.0625,-332,1664
20,100,"zero",0.5,0.25,1,0,"core",1020,1020,4.06844990886748,2.34400947066024,0,100,900,0.0625,-332,1664
21,100,"zero",0.5,0.25,1,0,"core",1021,1021,9.54899279447272,3.74770957545843,0,100,900,0.0625,-332,1664
22,100,"zero",0.5,0.25,1,0,"core",1022,1022,2.75168762844987,2.36047938594129,0,100,900,0.0625,-332,1664
23,100,"zero",0.5,0.25,1,0,"core",1023,1023,14.3240453002509,3.66260109469295,0,100,900,0.0625,-332,1664
24,100,"zero",0.5,0.25,1,0,"core",1024,1024,10.7249854537658,3.06204205437098,0,100,900,0.0625,-332,1664
25,100,"zero",0.5,0.25,1,0,"core",1025,1025,5.59412918891758,0.741289865225554,0,100,900,0.0625,-332,1664
26,100,"zero",0.5,0.25,1,0,"core",1026,1026,10.5695312235039,0.524137662025169,0,100,900,0.0625,-332,1664
27,100,"zero",0.5,0.25,1,0,"core",1027,1027,6.92472075368278,3.85398200352211,0,100,900,0.0625,-332,1664
28,100,"zero",0.5,0.25,1,0,"core",1028,1028,11.1648550808895,0.888680018833838,0,100,900,0.0625,-332,1664
29,100,"zero",0.5,0.25,1,0,"core",1029,1029,13.8208818899002,1.88439532031771,0,100,900,0.0625,-332,1664
30,100,"zero",0.5,0.25,1,0,"core",1030,1030,9.5860955552198,2.37398484384175,0,100,900,0.0625,-332,1664
31,100,"zero",0.5,0.25,1,0,"core",1031,1031,3.47965085715987,3.70646062295418,0,100,900,0.0625,-332,1664
32,100,"zero",0.5,0.25,1,0,"core",1032,1032,9.04709083866328,2.72214655845892,0,100,900,0.0625,-332,1664
33,100,"zero",0.5,0.25,1,0,"core",1033,1033,3.03265582886524,0.64586339390371,0,100,900,0.0625,-332,1664
34,100,"zero",0.5,0.25,1,0,"core",1034,1034,5.36891186307184,1.217029718915,0,100,900,0.0625,-332,1664
35,100,"zero",0.5,0.25,1,0,"core",1035,1035,11.6245492021553,2.25701695447788,0,100,900,0.0625,-332,1664
36,100,"zero",0.5,0.25,1,0,"core",1036,1036,12.1661469012033,3.49423618998844,0,100,900,0.0625,-332,1664
37,100,"zero",0.5,0.25,1,0,"core",1037,1037,6.43714023660868,2.43186857143883,0,100,900,0.0625,-332,1664
38,100,"zero",0.5,0.25,1,0,"core",1038,1038,7.59428446250968,0.710938343079761,0,100,900,0.0625,-332,1664
39,100,"zero",0.5,0.25,1,0,"core",1039,1039,4.12851081416011,1.75226470106281,0,100,900,0.0625,-332,1664
40,100,"zero",0.5,0.25,1,0,"core",1040,1040,8.38503816025332,2.95162406354211,0,100,900,0.0625,-332,1664
41,100,"zero",0.5,0.25,1,0,"core",1041,1041,4.29974226723425,2.88670170574915,0,100,900,0.0625,-332,1664
42,100,"zero",0.5,0.25,1,0,"core",1042,1042,4.34267978719436,1.84833624644671,0,100,900,0.0625,-332,1664
43,100,"zero",0.5,0.25,1,0,"core",1043,1043,12.2183235264383,1.13214484788477,0,100,900,0.0625,-332,1664
44,100,"zero",0.5,0.25,1,0,"core",1044,1044,4.63867896841839,1.70358561980538,0,100,900,0.0625,-332,1664
45,100,"zero",0.5,0.25,1,0,"core",1045,1045,5.18994613504037,1.81685288005974,0,100,900,0.0625,-332,1664
46,100,"zero",0.5,0.25,1,0,"core",1046,1046,10.1224272092804,2.44866685196757,0,100,900,0.0625,-332,1664
47,100,"zero",0.5,0.25,1,0,"core",1047,1047,8.28404662641697,1.02142573252786,0,100,900,0.0625,-332,1664
48,100,"zero",0.5,0.25,1,0,"core",1048,1048,6.38362467684783,0.655977357761003,0,100,900,0.0625,-332,1664
49,100,"zero",0.5,0.25,1,0,"core",1049,1049,4.80859056790359,2.46323417965323,0,100,900,0.0625,-332,1664
50,100,"zero",0.5,0.25,1,0,"core",1050,1050,12.3590471160132,3.84603755339049,0,100,900,0.0625,-332,1664
51,100,"zero",0.5,0.25,1,0,"core",1051,1051,10.6842746797483,1.97824278660119,0,100,900,0.0625,-332,1664
52,100,"zero",0.5,0.25,1,0,"core",1052,1052,12.5499481335282,2.07479117170442,0,100,900,0.0625,-332,1664
53,100,"zero",0.5,0.25,1,0,"core",1053,1053,5.2869718123693,2.15944438253064,0,100,900,0.0625,-332,1664
54,100,"zero",0.5,0.25,1,0,"core",1054,1054,2.87835696688853,0.528535626013763,0,100,900,0.0625,-332,1664
55,100,"zero",0.5,0.25,1,0,"core",1055,1055,10.7570828464814,3.15774463990238,0,100,900,0.0625,-332,1664
56,100,"zero",0.5,0.25,1,0,"core",1056,1056,4.06103401980363,0.678832850418985,0,100,900,0.0625,-332,1664
57,100,"zero",0.5,0.25,1,0,"core",1057,1057,5.79381678416394,1.58781386760529,0,100,900,0.0625,-332,1664
58,100,"zero",0.5,0.25,1,0,"core",1058,1058,2.02148700552061,3.16019994323142,0,100,900,0.0625,-332,1664
59,100,"zero",0.5,0.25,1,0,"core",1059,1059,14.5884191391524,1.82249647623394,0,100,900,0.0625,-332,1664
60,100,"zero",0.5,0.25,1,0,"core",1060,1060,14.8852290331852,2.5664333414752,0,100,900,0.0625,-332,1664
61,100,"zero",0.5,0.25,1,0,"core",1061,1061,10.5304275280796,2.20129680482205,0,100,900,0.0625,-332,1664
62,100,"zero",0.5,0.25,1,0,"core",1062,1062,7.84846175019629,2.68872602714691,0,100,900,0.0625,-332,1664
63,100,"zero",0.5,0.25,1,0,"core",1063,1063,2.40454084263183,1.92068784066942,0,100,900,0.0625,-332,1664
64,100,"zero",0.5,0.25,1,0,"core",1064,1064,7.94336841139011,1.86304129671771,0,100,900,0.0625,-332,1664
65,100,"zero",0.5,0.25,1,0,"core",1065,1065,13.9005055953749,3.32788627955597,0,100,900,0.0625,-332,1664
66,100,"zero",0.5,0.25,1,0,"core",1066,1066,5.397245752858,1.8208776100073,0,100,900,0.0625,-332,1664
67,100,"zero",0.5,0.25,1,0,"core",1067,1067,8.11344621842727,3.42185280215926,0,100,900,0.0625,-332,1664
68,100,"zero",0.5,0.25,1,0,"core",1068,1068,5.44582684128545,0.748807488125749,0,100,900,0.0625,-332,1664
69,100,"zero",0.5,0.25,1,0,"core",1069,1069,9.67125793849118,3.9098428102443,0,100,900,0.0625,-332,1664
70,100,"zero",0.5,0.25,1,0,"core",1070,1070,3.83938578865491,0.676665562205017,0,100,900,0.0625,-332,1664
71,100,"zero",0.5,0.25,1,0,"core",1071,1071,13.9279074340593,1.80433962796815,0,100,900,0.0625,-332,1664
72,100,"zero",0.5,0.25,1,0,"core",1072,1072,11.7540617908817,2.81442268146202,0,100,900,0.0625,-332,1664
73,100,"zero",0.5,0.25,1,0,"core",1073,1073,10.548323555151,3.84693951637018,0,100,900,0.0625,-332,1664
74,100,"zero",0.5,0.25,1,0,"core",1074,1074,13.8726082213689,1.92962575971615,0,100,900,0.0625,-332,1664
75,100,"zero",0.5,0.25,1,0,"core",1075,1075,14.9322303447407,2.49152390332893,0,100,900,0.0625,-332,1664
76,100,"zero",0.5,0.25,1,0,"core",1076,1076,7.87120364210568,2.44792048656382,0,100,900,0.0625,-332,1664
77,100,"zero",0.5,0.25,1,0,"core",1077,1077,5.8912625266239,0.582120858831331,0,100,900,0.0625,-332,1664
78,100,"zero",0.5,0.25,1,0,"core",1078,1078,8.63982005999424,3.18245712446515,0,100,900,0.0625,-332,1664
79,100,"zero",0.5,0.25,1,0,"core",1079,1079,10.2905370646622,0.757319943280891,0,100,900,0.0625,-332,1664
80,100,"zero",0.5,0.25,1,0,"core",1080,1080,11.0258525379468,1.88924870500341,0,100,900,0.0625,-332,1664
81,100,"zero",0.5,0.25,1,0,"core",1081,1081,10.874631145969,0.907658333540894,0,100,900,0.0625,-332,1664
82,100,"zero",0.5,0.25,1,0,"core",1082,1082,13.5759318091441,1.25957427371759,0,100,900,0.0625,-332,1664
83,100,"zero",0.5,0.25,1,0,"core",1083,1083,12.2152959168889,0.931174417724833,0,100,900,0.0625,-332,1664
84,100,"zero",0.5,0.25,1,0,"core",1084,1084,6.93661147658713,2.08286648779176,0,100,900,0.0625,-332,1664
85,100,"zero",0.5,0.25,1,0,"core",1085,1085,12.3621664738748,2.55410672025755,0,100,900,0.0625,-332,1664
86,100,"zero",0.5,0.25,1,0,"core",1086,1086,12.403587159235,3.95906063891016,0,100,900,0.0625,-332,1664
87,100,"zero",0.5,0.25,1,0,"core",1087,1087,11.2091169643681,3.82207273237873,0,100,900,0.0625,-332,1664
88,100,"zero",0.5,0.25,1,0,"core",1088,1088,11.4859891317319,1.72663506201934,0,100,900,0.0625,-332,1664
