"rep","period_span","rise_level","dataset_id","seed","N","period_start","period_end","intercept","sigma","rise","slope","time_ref_min","time_ref_range","mean_width","coarseness"
87,1600,4,387,387,200,100,1700,10.2439138516784,1.81081216735765,-3.79642379842699,-0.00237276487401687,-100,2000,125,0.078125
88,1600,4,388,388,200,100,1700,4.94359531253576,3.67495446361136,-2.51857564039528,-0.00157410977524705,-100,2000,125,0.078125
89,1600,4,389,389,200,100,1700,4.76156514487229,1.6434962291969,-3.23965012468398,-0.00202478132792749,-100,2000,125,0.078125
90,1600,4,390,390,200,100,1700,8.71492566051893,3.47783115028869,-1.75686326995492,-0.00109803954372182,-100,2000,125,0.078125
91,1600,4,391,391,200,100,1700,14.3448656110559,3.06722031813115,-2.11663268133998,-0.00132289542583749,-100,2000,125,0.078125
92,1600,4,392,392,200,100,1700,12.0486871839967,3.3210892326897,2.29821188934147,0.00143638243083842,-100,2000,125,0.078125
93,1600,4,393,393,200,100,1700,6.19583163037896,1.36221956752706,-1.70540674962103,-0.00106587921851315,-100,2000,125,0.078125
94,1600,4,394,394,200,100,1700,2.34175852476619,3.6077172330115,-0.446020593866706,-0.000278762871166691,-100,2000,125,0.078125
95,1600,4,395,395,200,100,1700,2.73211126821116,2.97846218803898,0.785364666953683,0.000490852916846052,-100,2000,125,0.078125
96,1600,4,396,396,200,100,1700,10.7354262918234,2.28218529326841,-0.274781128391623,-0.000171738205244765,-100,2000,125,0.078125
97,1600,4,397,397,200,100,1700,3.924402610166,1.80315074592363,-2.37847881764174,-0.00148654926102608,-100,2000,125,0.078125
98,1600,4,398,398,200,100,1700,12.3293237895705,3.65143720759079,3.18882818520069,0.00199301761575043,-100,2000,125,0.078125
99,1600,4,399,399,200,100,1700,8.71596390986815,0.939136803150177,-0.893944621086121,-0.000558715388178825,-100,2000,125,0.078125
100,1600,4,400,400,200,100,1700,2.29243844351731,1.27560814353637,0.957416012883186,0.000598385008051991,-100,2000,125,0.078125
1,3200,4,401,401,200,100,3300,6.32719460083172,2.15597232675646,-2.78924597613513,-0.00087163936754223,-100,3600,125,0.0390625
2,3200,4,402,402,200,100,3300,7.30160709866323,2.59431362478063,0.645488314330578,0.000201715098228306,-100,3600,125,0.0390625
3,3200,4,403,403,200,100,3300,10.7975693589542,1.42480702942703,-2.9389174412936,-0.000918411700404249,-100,3600,125,0.0390625
4,3200,4,404,404,200,100,3300,3.9481836988125,2.96338979143184,0.822629289701581,0.000257071653031744,-100,3600,125,0.0390625
5,3200,4,405,405,200,100,3300,7.3208698190283,2.26914159196895,-1.04654190503061,-0.000327044345322065,-100,3600,125,0.0390625
6,3200,4,406,406,200,100,3300,3.13249328988604,2.3788147950545,-2.76180675625801,-0.000863064611330628,-100,3600,125,0.0390625
7,3200,4,407,407,200,100,3300,2.41155745764263,3.81899559614249,-3.33899843879044,-0.00104343701212201,-100,3600,125,0.0390625
8,3200,4,408,408,200,100,3300,7.86021594936028,3.36810308601707,2.57231327332556,0.000803847897914238,-100,3600,125,0.0390625
9,3200,4,409,409,200,100,3300,7.01842583646066,2.11925018485636,-2.1110655926168,-0.000659707997692749,-100,3600,125,0.0390625
10,3200,4,410,410,200,100,3300,11.7307995711453,3.28117460361682,1.59929993003607,0.000499781228136271,-100,3600,125,0.0390625
11,3200,4,411,411,200,100,3300,14.49817019701,2.03175948571879,3.93963569961488,0.00123113615612965,-100,3600,125,0.0390625
12,3200,4,412,412,200,100,3300,8.35798067436554,1.78810531867202,-3.87249284796417,-0.0012101540149888,-100,3600,125,0.0390625
13,3200,4,413,413,200,100,3300,6.27696818416007,0.748499449109659,0.588843597099185,0.000184013624093495,-100,3600,125,0.0390625
14,3200,4,414,414,200,100,3300,10.6604177455883,2.91854343656451,-2.78584514930844,-0.000870576609158888,-100,3600,125,0.0390625
15,3200,4,415,415,200,100,3300,5.61368957371451,2.55743484792765,-1.85762942582369,-0.000580509195569903,-100,3600,125,0.0390625
16,3200,4,416,416,200,100,3300,4.85182518023066,2.48236788902432,-0.6218565646559,-0.000194330176454969,-100,3600,125,0.0390625
17,3200,4,417,417,200,100,3300,7.87611159868538,2.00091695017181,-0.165156381204724,-5.16113691264763e-05,-100,3600,125,0.0390625
18,3200,4,418,418,200,100,3300,5.61494260164909,3.54454201599583,-0.434156691655517,-0.000135673966142349,-100,3600,125,0.0390625
19,3200,4,419,419,200,100,3300,14.3609304584097,3.75546664255671,2.04583987779915,0.000639324961812235,-100,3600,125,0.0390625
20,3200,4,420,420,200,100,3300,7.07984113413841,2.04921334283426,2.76381676271558,0.000863692738348618,-100,3600,125,0.0390625
21,3200,4,421,421,200,100,3300,4.49314381065778,0.590152242453769,0.957441715523601,0.000299200536101125,-100,3600,125,0.0390625
22,3200,4,422,422,200,100,3300,2.68494895822369,1.70788003515918,-1.21077545173466,-0.000378367328667082,-100,3600,125,0.0390625
23,3200,4,423,423,200,100,3300,12.1725154211745,1.20549814647529,-0.665135739371181,-0.000207854918553494,-100,3600,125,0.0390625
24,3200,4,424,424,200,100,3300,7.53870735038072,2.80836155777797,1.90392051823437,0.000594975161948241,-100,3600,125,0.0390625
25,3200,4,425,425,200,100,3300,5.50542424689047,1.54230602644384,-3.38851695507765,-0.00105891154846176,-100,3600,125,0.0390625
26,3200,4,426,426,200,100,3300,5.8156368676573,0.723423904622905,1.60574961453676,0.000501796754542738,-100,3600,125,0.0390625
27,3200,4,427,427,200,100,3300,6.83093450125307,2.34539214579854,-0.893880411982536,-0.000279337628744543,-100,3600,125,0.0390625
28,3200,4,428,428,200,100,3300,6.71604768070392,3.47667052026372,-2.2826910763979,-0.000713340961374342,-100,3600,125,0.0390625
29,3200,4,429,429,200,100,3300,6.69578048703261,1.43835957348347,2.99930268526077,0.000937282089143991,-100,3600,125,0.0390625
30,3200,4,430,430,200,100,3300,12.0835565640591,2.75003269687295,-2.18088827468455,-0.000681527585838921,-100,3600,125,0.0390625
31,3200,4,431,431,200,100,3300,12.1735317443963,2.52291059156414,0.326140575110912,0.00010191892972216,-100,3600,125,0.0390625
32,3200,4,432,432,200,100,3300,6.61769472202286,2.0588716667844,1.49753861688077,0.000467980817775242,-100,3600,125,0.0390625
33,3200,4,433,433,200,100,3300,11.4721699568909,3.97659885277972,1.19756687805057,0.000374239649390802,-100,3600,125,0.0390625
34,3200,4,434,434,200,100,3300,6.24038265785202,2.87638124846853,2.284418605268,0.00071388081414625,-100,3600,125,0.0390625
35,3200,4,435,435,200,100,3300,13.1679931553081,1.72330525727011,0.219723964110017,6.86637387843803e-05,-100,3600,125,0.0390625
36,3200,4,436,436,200,100,3300,7.97182573704049,1.26816837443039,0.90102588199079,0.000281570588122122,-100,3600,125,0.0390625
37,3200,4,437,437,200,100,3300,13.1369462704752,2.388316297438,1.79579179920256,0.0005611849372508,-100,3600,125,0.0390625
38,3200,4,438,438,200,100,3300,7.05864814273082,1.93390539672691,0.78293227031827,0.000244666334474459,-100,3600,125,0.0390625
39,3200,4,439,439,200,100,3300,14.8008046681061,1.30224529886618,3.74777009896934,0.00117117815592792,-100,3600,125,0.0390625
40,3200,4,440,440,200,100,3300,5.42904290836304,1.46059523464646,-1.50743041187525,-0.000471072003711015,-100,3600,125,0.0390625
41,3200,4,441,441,200,100,3300,8.86510280403309,3.51225151820108,1.62373760528862,0.000507418001652695,-100,3600,125,0.0390625
42,3200,4,442,442,200,100,3300,5.82065239665098,2.83254215645138,-2.91941278427839,-0.000912316495086998,-100,3600,125,0.0390625
43,3200,4,443,443,200,100,3300,2.07304379995912,0.881202987278812,-3.45072647742927,-0.00107835202419665,-100,3600,125,0.0390625
44,3200,4,444,444,200,100,3300,4.66471613268368,1.90463774604723,1.83618766628206,0.000573808645713143,-100,3600,125,0.0390625
45,3200,4,445,445,200,100,3300,5.82380240387283,1.67232529760804,1.04338159225881,0.000326056747580878,-100,3600,125,0.0390625
46,3200,4,446,446,200,100,3300,10.2774309914093,0.524793132673949,-3.16870906762779,-0.000990221583633684,-100,3600,125,0.0390625
47,3200,4,447,447,200,100,3300,4.84560034237802,2.61644603963941,-1.26691960915923,-0.00039591237786226,-100,3600,125,0.0390625
48,3200,4,448,448,200,100,3300,9.24171195481904,1.8703602810856,0.258064432069659,8.06451350217685e-05,-100,3600,125,0.0390625
49,3200,4,449,449,200,100,3300,6.98721686960198,3.31774278508965,0.336846891790628,0.000105264653684571,-100,3600,125,0.0390625
50,3200,4,450,450,200,100,3300,2.28700369689614,1.07179689698387,-2.09923049248755,-0.000656009528902359,-100,3600,125,0.0390625
51,3200,4,451,451,200,100,3300,13.3777374122292,2.59977888339199,-1.91391289234161,-0.000598097778856754,-100,3600,125,0.0390625
52,3200,4,452,452,200,100,3300,8.82092778664082,1.38912252930459,-1.78387313522398,-0.000557460354757495,-100,3600,125,0.0390625
53,3200,4,453,453,200,100,3300,5.70130955986679,3.09144315426238,3.15540888160467,0.00098606527550146,-100,3600,125,0.0390625
54,3200,4,454,454,200,100,3300,11.2345827780664,0.69647323328536,0.0954679567366838,2.98337364802137e-05,-100,3600,125,0.0390625
55,3200,4,455,455,200,100,3300,4.73237932031043,0.783376878942363,-0.0304598044604063,-9.51868889387697e-06,-100,3600,125,0.0390625
56,3200,4,456,456,200,100,3300,8.00578028545715,1.86808082577772,3.60105605609715,0.00112533001753036,-100,3600,125,0.0390625
57,3200,4,457,457,200,100,3300,10.9550527003594,1.48727254616097,1.58593147061765,0.000495603584568016,-100,3600,125,0.0390625
58,3200,4,458,458,200,100,3300,11.2852427321486,3.8758542551659,-1.15195400826633,-0.000359985627583228,-100,3600,125,0.0390625
59,3200,4,459,459,200,100,3300,11.8575499490835,2.12304670980666,-1.35930725932121,-0.000424783518537879,-100,3600,125,0.0390625
60,3200,4,460,460,200,100,3300,12.8005965829361,3.92760210763663,-3.34546549059451,-0.00104545796581078,-100,3600,125,0.0390625
61,3200,4,461,461,200,100,3300,7.2514041941613,3.48744465759955,3.94404855184257,0.0012325151724508,-100,3600,125,0.0390625
62,3200,4,462,462,200,100,3300,13.091801766539,2.75204676133581,-2.40618376806378,-0.000751932427519932,-100,3600,125,0.0390625
63,3200,4,463,463,200,100,3300,10.5800860386807,2.22897565364838,-0.440251357853413,-0.000137578549329191,-100,3600,125,0.0390625
64,3200,4,464,464,200,100,3300,2.38318993709981,1.96618278021924,-1.61355444975197,-0.000504235765547492,-100,3600,125,0.0390625
65,3200,4,465,465,200,100,3300,10.9806110523641,1.90780740848277,1.38299068622291,0.00043218458944466,-100,3600,125,0.0390625
66,3200,4,466,466,200,100,3300,7.65865550446324,1.27584005636163,-0.921095015481114,-0.000287842192337848,-100,3600,125,0.0390625
67,3200,4,467,467,200,100,3300,10.3647687104531,2.35952478647232,-1.03593754768372,-0.000323730483651161,-100,3600,125,0.0390625
68,3200,4,468,468,200,100,3300,4.39761344739236,0.900124925887212,0.102988382801414,3.21838696254417e-05,-100,3600,125,0.0390625
69,3200,4,469,469,200,100,3300,5.69374771858566,0.984393750666641,-1.5525977332145,-0.000485186791629531,-100,3600,125,0.0390625
70,3200,4,470,470,200,100,3300,8.82061033602804,0.900515785557218,0.397401927039027,0.000124188102199696,-100,3600,125,0.0390625
71,3200,4,471,471,200,100,3300,12.0098802358843,0.77210156142246,0.176735343411565,5.5229794816114e-05,-100,3600,125,0.0390625
72,3200,4,472,472,200,100,3300,7.04907740629278,0.942599061294459,1.60978182591498,0.000503056820598431,-100,3600,125,0.0390625
73,3200,4,473,473,200,100,3300,2.15152445016429,2.83126146288123,3.15112827904522,0.000984727587201632,-100,3600,125,0.0390625
74,3200,4,474,474,200,100,3300,6.53566983318888,3.6110690003261,-3.44632217101753,-0.00107697567844298,-100,3600,125,0.0390625
75,3200,4,475,475,200,100,3300,11.4952766234055,1.13717605429702,3.52569636702538,0.00110178011469543,-100,3600,125,0.0390625
76,3200,4,476,476,200,100,3300,13.5295088612475,1.06974775891285,0.814791802316904,0.000254622438224033,-100,3600,125,0.0390625
77,3200,4,477,477,200,100,3300,10.5378764970228,2.64826859813184,-0.540488235652447,-0.00016890257364139,-100,3600,125,0.0390625
78,3200,4,478,478,200,100,3300,2.45587497972883,0.724699865211733,-0.0742632858455181,-2.32072768267244e-05,-100,3600,125,0.0390625
79,3200,4,479,479,200,100,3300,14.7386312815361,0.854244100046344,0.0697566065937281,2.179893956054e-05,-100,3600,125,0.0390625
80,3200,4,480,480,200,100,3300,12.3364781208802,3.98996890569106,-0.311799893155694,-9.74374666111544e-05,-100,3600,125,0.0390625
81,3200,4,481,481,200,100,3300,9.84964855061844,1.31082629261073,3.01235204190016,0.000941360013093799,-100,3600,125,0.0390625
82,3200,4,482,482,200,100,3300,8.71434992412105,3.13694053853396,2.1093131788075,0.000659160368377343,-100,3600,125,0.0390625
83,3200,4,483,483,200,100,3300,9.07151021249592,2.33388644421939,3.50036216527224,0.00109386317664757,-100,3600,125,0.0390625
84,3200,4,484,484,200,100,3300,7.68298765807413,0.872412427910604,-1.72970458865166,-0.000540532683953643,-100,3600,125,0.0390625
85,3200,4,485,485,200,100,3300,13.4933726510499,0.946245711762458,-1.18998624943197,-0.00037187070294749,-100,3600,125,0.0390625
86,3200,4,486,486,200,100,3300,13.3278130397666,3.21010419842787,3.5439976118505,0.00110749925370328,-100,3600,125,0.0390625
87,3200,4,487,487,200,100,3300,11.9880971368402,2.02348415146116,-0.505972057580948,-0.000158116267994046,-100,3600,125,0.0390625
88,3200,4,488,488,200,100,3300,9.49833852471784,2.25764790049288,-3.80705364607275,-0.00118970426439773,-100,3600,125,0.0390625
89,3200,4,489,489,200,100,3300,8.47660132311285,2.56867671106011,3.04730293154716,0.000952282166108489,-100,3600,125,0.0390625
90,3200,4,490,490,200,100,3300,11.4294113388751,2.67891807970591,0.134105294942856,4.19079046696424e-05,-100,3600,125,0.0390625
91,3200,4,491,491,200,100,3300,8.38997935713269,3.81024224055,1.17047514393926,0.000365773482481018,-100,3600,125,0.0390625
92,3200,4,492,492,200,100,3300,9.83333979779854,0.89076649188064,-2.05119170248508,-0.000640997407026589,-100,3600,125,0.0390625
93,3200,4,493,493,200,100,3300,9.21601457893848,1.38946130743716,-2.50874775648117,-0.000783983673900366,-100,3600,125,0.0390625
94,3200,4,494,494,200,100,3300,11.4543488945346,0.55407662759535,-0.525291284546256,-0.000164153526420705,-100,3600,125,0.0390625
95,3200,4,495,495,200,100,3300,3.8496537359897,2.85636386589613,2.26659164018929,0.000708309887559153,-100,3600,125,0.0390625
96,3200,4,496,496,200,100,3300,6.35197916999459,0.68042096530553,-2.43700074404478,-0.000761562732513994,-100,3600,125,0.0390625
97,3200,4,497,497,200,100,3300,13.5931692412123,3.1579079766525,-3.97775422036648,-0.00124304819386452,-100,3600,125,0.0390625
98,3200,4,498,498,200,100,3300,13.6462552226149,2.09732269798405,3.56527779251337,0.00111414931016043,-100,3600,125,0.0390625
99,3200,4,499,499,200,100,3300,5.8306319960393,3.96556360449176,2.56905200332403,0.00080282875103876,-100,3600,125,0.0390625
100,3200,4,500,500,200,100,3300,13.9039765703492,3.9653907797765,0.7740198969841,0.000241881217807531,-100,3600,125,0.0390625
1,200,12,501,501,200,100,300,6.9858592657838,3.86589204415213,4.45459530316293,0.0222729765158147,-100,600,125,0.625
2,200,12,502,502,200,100,300,11.0595286935568,1.37573949084617,-9.20164647325873,-0.0460082323662937,-100,600,125,0.625
3,200,12,503,503,200,100,300,11.8064524773508,3.35614068270661,4.78365935571492,0.0239182967785746,-100,600,125,0.625
4,200,12,504,504,200,100,300,4.27664958452806,2.40324550587684,-6.62094655260444,-0.0331047327630222,-100,600,125,0.625
5,200,12,505,505,200,100,300,6.48427090747282,3.67908133403398,5.58427566289902,0.0279213783144951,-100,600,125,0.625
6,200,12,506,506,200,100,300,2.83668928872794,0.527901884051971,-3.39039259403944,-0.0169519629701972,-100,600,125,0.625
7,200,12,507,507,200,100,300,7.96425809944049,1.77201596589293,-3.30220456235111,-0.0165110228117555,-100,600,125,0.625
8,200,12,508,508,200,100,300,10.6021714240778,1.59899698651861,1.50741237401962,0.00753706187009811,-100,600,125,0.625
9,200,12,509,509,200,100,300,14.1801412992645,3.49573453550693,-0.779934883117676,-0.00389967441558838,-100,600,125,0.625
10,200,12,510,510,200,100,300,9.6806227103807,2.69082442554645,-2.7992354426533,-0.0139961772132665,-100,600,125,0.625
11,200,12,511,511,200,100,300,5.4168260328006,1.43675367406104,-7.5399538166821,-0.0376997690834105,-100,600,125,0.625
12,200,12,512,512,200,100,300,8.69829980516806,3.50869200495072,1.16923886351287,0.00584619431756437,-100,600,125,0.625
13,200,12,513,513,200,100,300,7.33348927088082,3.1038716690382,-9.95265332423151,-0.0497632666211575,-100,600,125,0.625
14,200,12,514,514,200,100,300,8.0389164572116,1.82038666668814,-9.85464056767523,-0.0492732028383762,-100,600,125,0.625
15,200,12,515,515,200,100,300,14.1333302219864,2.41300646413583,5.6069458220154,0.028034729110077,-100,600,125,0.625
16,200,12,516,516,200,100,300,5.92515800404362,3.79131112445612,7.53762014955282,0.0376881007477641,-100,600,125,0.625
17,200,12,517,517,200,100,300,6.75801377091557,1.5692974512931,-8.51747328042984,-0.0425873664021492,-100,600,125,0.625
18,200,12,518,518,200,100,300,12.3885384988971,0.859595902380534,-8.28343453444541,-0.041417172672227,-100,600,125,0.625
19,200,12,519,519,200,100,300,5.76847450924106,2.80433243792504,9.86083486676216,0.0493041743338108,-100,600,125,0.625
20,200,12,520,520,200,100,300,9.60705886106007,3.37344587221742,2.95250345952809,0.0147625172976404,-100,600,125,0.625
21,200,12,521,521,200,100,300,9.82148315967061,3.31405192182865,9.26210793480277,0.0463105396740139,-100,600,125,0.625
22,200,12,522,522,200,100,300,14.9338906949852,0.943393276422285,-11.6895303335041,-0.0584476516675204,-100,600,125,0.625
23,200,12,523,523,200,100,300,11.4913270026445,3.07735018164385,-2.49936059676111,-0.0124968029838055,-100,600,125,0.625
24,200,12,524,524,200,100,300,12.2057821811177,1.96688915241975,-7.92415854893625,-0.0396207927446812,-100,600,125,0.625
25,200,12,525,525,200,100,300,5.3424027482979,0.968319368548691,1.63300572149456,0.00816502860747278,-100,600,125,0.625
26,200,12,526,526,200,100,300,11.6416812501848,2.50188343785703,-0.243557743728161,-0.0012177887186408,-100,600,125,0.625
27,200,12,527,527,200,100,300,7.7851190478541,0.693440331029706,10.3913544639945,0.0519567723199725,-100,600,125,0.625
28,200,12,528,528,200,100,300,5.43531739478931,1.41934896318708,9.46362405829132,0.0473181202914566,-100,600,125,0.625
29,200,12,529,529,200,100,300,7.86041237949394,1.95423979207408,0.961120063439012,0.00480560031719506,-100,600,125,0.625
30,200,12,530,530,200,100,300,7.66008584527299,3.21690114994999,7.85086350515485,0.0392543175257742,-100,600,125,0.625
31,200,12,531,531,200,100,300,4.17550115962513,0.889459741651081,5.61313311383128,0.0280656655691564,-100,600,125,0.625
32,200,12,532,532,200,100,300,5.13018922321498,2.16346003196668,-10.6785105932504,-0.053392552966252,-100,600,125,0.625
33,200,12,533,533,200,100,300,8.59875677293167,2.26419218920637,6.32582115009427,0.0316291057504714,-100,600,125,0.625
34,200,12,534,534,200,100,300,2.91891707899049,2.3558967851568,-4.68740480951965,-0.0234370240475982,-100,600,125,0.625
35,200,12,535,535,200,100,300,14.4104198254645,2.22421049978584,9.97270582616329,0.0498635291308165,-100,600,125,0.625
36,200,12,536,536,200,100,300,4.17824146850035,1.04830261075404,-7.70751291140914,-0.0385375645570457,-100,600,125,0.625
37,200,12,537,537,200,100,300,12.5578173038084,1.57894170342479,-3.02019887790084,-0.0151009943895042,-100,600,125,0.625
38,200,12,538,538,200,100,300,7.0126714205835,1.5561479277676,-6.56377890519798,-0.0328188945259899,-100,600,125,0.625
39,200,12,539,539,200,100,300,5.02531375316903,0.662521915393881,1.01109289191663,0.00505546445958316,-100,600,125,0.625
40,200,12,540,540,200,100,300,3.99959110561758,1.59684643812943,-0.667431296780705,-0.00333715648390353,-100,600,125,0.625
41,200,12,541,541,200,100,300,10.287989096716,1.63811351172626,-4.49950807727873,-0.0224975403863937,-100,600,125,0.625
42,200,12,542,542,200,100,300,12.0064282873645,3.6090291000437,-1.97948780469596,-0.00989743902347982,-100,600,125,0.625
43,200,12,543,543,200,100,300,7.23023894638754,1.66620141628664,-10.0087007693946,-0.0500435038469732,-100,600,125,0.625
44,200,12,544,544,200,100,300,12.8289553741924,2.51132370973937,4.90259823203087,0.0245129911601543,-100,600,125,0.625
45,200,12,545,545,200,100,300,7.65534112090245,0.669257085537538,-11.6782950125635,-0.0583914750628173,-100,600,125,0.625
46,200,12,546,546,200,100,300,5.19067371985875,1.81906151585281,6.81790895573795,0.0340895447786897,-100,600,125,0.625
47,200,12,547,547,200,100,300,12.5104238644708,3.0362452151021,-6.68032069690526,-0.0334016034845263,-100,600,125,0.625
48,200,12,548,548,200,100,300,5.78564519132487,3.15479700139258,-8.01643033325672,-0.0400821516662836,-100,600,125,0.625
49,200,12,549,549,200,100,300,11.4603874934837,2.01863691443577,0.573203528299928,0.00286601764149964,-100,600,125,0.625
50,200,12,550,550,200,100,300,2.60268346616067,1.97705056099221,-0.920850807800889,-0.00460425403900444,-100,600,125,0.625
51,200,12,551,551,200,100,300,12.7002901770175,2.327517837286,-6.08357021771371,-0.0304178510885686,-100,600,125,0.625
52,200,12,552,552,200,100,300,3.42343803867698,1.87310516333673,-6.94881941378117,-0.0347440970689058,-100,600,125,0.625
53,200,12,553,553,200,100,300,10.7950166903902,3.03747277101502,-0.363510243594646,-0.00181755121797323,-100,600,125,0.625
54,200,12,554,554,200,100,300,2.4828038206324,2.75948098825756,3.9356293939054,0.019678146969527,-100,600,125,0.625
55,200,12,555,555,200,100,300,4.74992670561187,3.57000475388486,1.61157589405775,0.00805787947028875,-100,600,125,0.625
56,200,12,556,556,200,100,300,6.74695973680355,1.58074133074842,-11.9057195596397,-0.0595285977981985,-100,600,125,0.625
57,200,12,557,557,200,100,300,6.02416428504512,0.833706053672358,8.45978828519583,0.0422989414259791,-100,600,125,0.625
58,200,12,558,558,200,100,300,13.777394651901,3.91293601726647,-3.47569891624153,-0.0173784945812076,-100,600,125,0.625
59,200,12,559,559,200,100,300,3.46342379460111,3.96513880556449,-11.1783872935921,-0.0558919364679605,-100,600,125,0.625
60,200,12,560,560,200,100,300,6.12413469818421,3.64814437599853,10.5747878607363,0.0528739393036813,-100,600,125,0.625
61,200,12,561,561,200,100,300,11.5195943028666,1.37570956582204,11.6410136818886,0.0582050684094429,-100,600,125,0.625
62,200,12,562,562,200,100,300,12.5569423199631,2.88408028276172,1.24607745185494,0.00623038725927472,-100,600,125,0.625
63,200,12,563,563,200,100,300,13.8694127183408,2.37490167154465,1.10834799148142,0.00554173995740712,-100,600,125,0.625
64,200,12,564,564,200,100,300,7.12198276352137,0.888179805129766,1.40555384941399,0.00702776924706995,-100,600,125,0.625
65,200,12,565,565,200,100,300,2.68252439587377,2.97655998996925,8.03545982949436,0.0401772991474718,-100,600,125,0.625
66,200,12,566,566,200,100,300,7.0349232708104,2.86350307846442,-8.731201171875,-0.043656005859375,-100,600,125,0.625
67,200,12,567,567,200,100,300,8.91218054830097,1.6105976117542,-11.1180228050798,-0.0555901140253991,-100,600,125,0.625
68,200,12,568,568,200,100,300,9.76996883423999,1.99664440122433,-2.48612537048757,-0.0124306268524379,-100,600,125,0.625
69,200,12,569,569,200,100,300,11.0464663302992,3.54324032226577,10.5656632483006,0.0528283162415028,-100,600,125,0.625
70,200,12,570,570,200,100,300,2.45060527231544,2.60619748081081,-4.28973492980003,-0.0214486746490002,-100,600,125,0.625
71,200,12,571,571,200,100,300,7.37270911363885,1.80751785915345,0.924151757732034,0.00462075878866017,-100,600,125,0.625
72,200,12,572,572,200,100,300,11.5557133359835,2.39364777109586,0.912155454978347,0.00456077727489173,-100,600,125,0.625
73,200,12,573,573,200,100,300,4.65745264594443,1.96077024447732,-4.62130522169173,-0.0231065261084586,-100,600,125,0.625
74,200,12,574,574,200,100,300,2.77846370683983,1.4928426083643,-9.38892176002264,-0.0469446088001132,-100,600,125,0.625
75,200,12,575,575,200,100,300,4.02009632065892,3.97232937277295,-5.50354319997132,-0.0275177159998566,-100,600,125,0.625
76,200,12,576,576,200,100,300,3.14677691482939,3.13451164308935,4.46926783584058,0.0223463391792029,-100,600,125,0.625
77,200,12,577,577,200,100,300,13.7011738759466,2.31240561371669,-0.930339401587844,-0.00465169700793922,-100,600,125,0.625
78,200,12,578,578,200,100,300,8.42776840203442,1.77681697893422,6.30333628132939,0.031516681406647,-100,600,125,0.625
79,200,12,579,579,200,100,300,7.40796300908551,2.84647648781538,-7.04829600825906,-0.0352414800412953,-100,600,125,0.625
80,200,12,580,580,200,100,300,10.0696341644507,2.45188501931261,8.2948550619185,0.0414742753095925,-100,600,125,0.625
81,200,12,581,581,200,100,300,13.4655710540246,0.557200703304261,-5.85765458643436,-0.0292882729321718,-100,600,125,0.625
82,200,12,582,582,200,100,300,10.5965384342708,0.880327036953531,4.68686010874808,0.0234343005437404,-100,600,125,0.625
83,200,12,583,583,200,100,300,5.34942855872214,2.45345596654806,-11.1557012088597,-0.0557785060442984,-100,600,125,0.625
84,200,12,584,584,200,100,300,4.13872366165742,1.8419382335851,1.9123495593667,0.00956174779683351,-100,600,125,0.625
85,200,12,585,585,200,100,300,13.71321909572,2.27147515059914,-2.38263558223844,-0.0119131779111922,-100,600,125,0.625
86,200,12,586,586,200,100,300,2.60991123365238,1.45453452412039,5.61793138459325,0.0280896569229662,-100,600,125,0.625
87,200,12,587,587,200,100,300,11.1654359174427,0.728572886320762,-8.00868907570839,-0.0400434453785419,-100,600,125,0.625
88,200,12,588,588,200,100,300,11.7968799036462,3.88873702124692,-2.17608910426497,-0.0108804455213249,-100,600,125,0.625
89,200,12,589,589,200,100,300,8.63244532630779,1.91261587303597,-9.27824923954904,-0.0463912461977452,-100,600,125,0.625
90,200,12,590,590,200,100,300,8.70655502844602,1.47941260517109,7.55256694927812,0.0377628347463906,-100,600,125,0.625
91,200,12,591,591,200,100,300,13.4111057727132,1.13693028723355,-6.41067045740783,-0.0320533522870392,-100,600,125,0.625
92,200,12,592,592,200,100,300,5.66911228885874,3.84832997387275,-9.09189332462847,-0.0454594666231424,-100,600,125,0.625
93,200,12,593,593,200,100,300,6.63549007475376,1.13333784032147,6.87295987643301,0.0343647993821651,-100,600,125,0.625
94,200,12,594,594,200,100,300,7.08618155634031,3.59902171138674,5.97960413061082,0.0298980206530541,-100,600,125,0.625
95,200,12,595,595,200,100,300,6.65613745851442,2.14541489689145,-5.85566493496299,-0.0292783246748149,-100,600,125,0.625
96,200,12,596,596,200,100,300,2.85157712316141,3.37824691052083,-11.8088441491127,-0.0590442207455635,-100,600,125,0.625
97,200,12,597,597,200,100,300,8.46497560548596,2.37589855736587,10.7539994884282,0.0537699974421412,-100,600,125,0.625
98,200,12,598,598,200,100,300,14.7301522870548,3.36883660359308,8.76225749775767,0.0438112874887884,-100,600,125,0.625
99,200,12,599,599,200,100,300,7.97979984944686,2.57866825873498,11.640760788694,0.0582038039434701,-100,600,125,0.625
100,200,12,600,600,200,100,300,14.1946031784173,1.12827626068611,-11.0421814955771,-0.0552109074778855,-100,600,125,0.625
1,400,12,601,601,200,100,500,7.73219088069163,3.6868906969903,-10.5864840243012,-0.0264662100607529,-100,800,125,0.3125
2,400,12,602,602,200,100,500,10.0103974926751,2.7355791432783,-9.55130348168314,-0.0238782587042078,-100,800,125,0.3125
3,400,12,603,603,200,100,500,7.55642809253186,1.54877695720643,-5.20831102877855,-0.0130207775719464,-100,800,125,0.3125
4,400,12,604,604,200,100,500,11.0942469879519,1.42199635889847,-7.7164245005697,-0.0192910612514243,-100,800,125,0.3125
