"sweep","rep","N","slope_condition","lab_error","window","growth_ratio","dataset_id","seed","intercept","sigma","slope","window_start","window_end","pad","grid_step","time_ref_min","time_ref_range"
"core",76,500,"random",30,"plateau",1,376,376,12.7671463112347,2.08656186156441,-0.0292600166145712,-800,-400,588,5,-1388,1576
"core",77,500,"random",30,"plateau",1,377,377,11.0670297779143,1.71310691221152,0.00962194276973605,-800,-400,588,5,-1388,1576
"core",78,500,"random",30,"plateau",1,378,378,2.21857953583822,3.8200694230618,-0.00405740610323846,-800,-400,588,5,-1388,1576
"core",79,500,"random",30,"plateau",1,379,379,14.4459154561628,0.535482394159772,-0.0114717913325876,-800,-400,588,5,-1388,1576
"core",80,500,"random",30,"plateau",1,380,380,8.96834553428926,2.92529271519743,0.0181014349870384,-800,-400,588,5,-1388,1576
"core",81,500,"random",30,"plateau",1,381,381,4.6307707130909,2.94839726714417,0.023930934118107,-800,-400,588,5,-1388,1576
"core",82,500,"random",30,"plateau",1,382,382,2.53305589850061,3.14846927591134,0.000903721349313855,-800,-400,588,5,-1388,1576
"core",83,500,"random",30,"plateau",1,383,383,9.56933634215966,1.07312275678851,-0.00346869472414255,-800,-400,588,5,-1388,1576
"core",84,500,"random",30,"plateau",1,384,384,2.57655862462707,1.71359546866734,0.000359063213691117,-800,-400,588,5,-1388,1576
"core",85,500,"random",30,"plateau",1,385,385,9.54002635530196,2.74938976601698,-0.0294036289164796,-800,-400,588,5,-1388,1576
"core",86,500,"random",30,"plateau",1,386,386,13.9662184049375,3.72759869613219,0.0142411869484931,-800,-400,588,5,-1388,1576
"core",87,500,"random",30,"plateau",1,387,387,5.80302371457219,2.33423817856237,-0.00159850361756981,-800,-400,588,5,-1388,1576
"core",88,500,"random",30,"plateau",1,388,388,11.8470315281302,2.41872272884939,-0.0241094109741971,-800,-400,588,5,-1388,1576
"core",89,500,"random",30,"plateau",1,389,389,11.3172673485242,3.52098857238889,0.0122086234856397,-800,-400,588,5,-1388,1576
"core",90,500,"random",30,"plateau",1,390,390,11.3303767754696,1.6176656356547,-0.0109735663840547,-800,-400,588,5,-1388,1576
"core",91,500,"random",30,"plateau",1,391,391,2.20054653403349,0.521703990409151,0.0143855571141467,-800,-400,588,5,-1388,1576
"core",92,500,"random",30,"plateau",1,392,392,5.85520884511061,3.34426803491078,-0.00987387252040207,-800,-400,588,5,-1388,1576
"core",93,500,"random",30,"plateau",1,393,393,7.36446441151202,3.59299733268563,-0.016319314436987,-800,-400,588,5,-1388,1576
"core",94,500,"random",30,"plateau",1,394,394,3.29900833428837,1.23658248130232,-0.00848055662121624,-800,-400,588,5,-1388,1576
"core",95,500,"random",30,"plateau",1,395,395,5.79945192299783,0.673599700210616,0.00990105524193496,-800,-400,588,5,-1388,1576
"core",96,500,"random",30,"plateau",1,396,396,10.6614041125868,0.994429580401629,0.0194114299770445,-800,-400,588,5,-1388,1576
"core",97,500,"random",30,"plateau",1,397,397,5.45816410775296,2.90018546103965,0.0238375152088702,-800,-400,588,5,-1388,1576
"core",98,500,"random",30,"plateau",1,398,398,3.68163618887775,3.6771716469666,-0.0119342682883143,-800,-400,588,5,-1388,1576
"core",99,500,"random",30,"plateau",1,399,399,2.14487615716644,3.56552025896963,0.0194488123292103,-800,-400,588,5,-1388,1576
"core",100,500,"random",30,"plateau",1,400,400,14.8990511198062,3.44306884729303,-0.00430271667893976,-800,-400,588,5,-1388,1576
"core",1,50,"zero",30,"plateau",1,401,401,6.06406199443154,2.62540803756565,0,-800,-400,588,5,-1388,1576
"core",2,50,"zero",30,"plateau",1,402,402,8.90554521302693,3.48163927544374,0,-800,-400,588,5,-1388,1576
"core",3,50,"zero",30,"plateau",1,403,403,11.3854463449679,3.16804931324441,0,-800,-400,588,5,-1388,1576
"core",4,50,"zero",30,"plateau",1,404,404,10.113094860455,3.12790494714864,0,-800,-400,588,5,-1388,1576
"core",5,50,"zero",30,"plateau",1,405,405,6.93859406886622,3.57291969179641,0,-800,-400,588,5,-1388,1576
"core",6,50,"zero",30,"plateau",1,406,406,2.74258792842738,2.53208880801685,0,-800,-400,588,5,-1388,1576
"core",7,50,"zero",30,"plateau",1,407,407,8.36902589141391,1.54520662524737,0,-800,-400,588,5,-1388,1576
"core",8,50,"zero",30,"plateau",1,408,408,11.0751273746137,1.09925351082347,0,-800,-400,588,5,-1388,1576
"core",9,50,"zero",30,"plateau",1,409,409,9.90523832384497,3.2254804992117,0,-800,-400,588,5,-1388,1576
"core",10,50,"zero",30,"plateau",1,410,410,13.3346288600005,1.53746556129772,0,-800,-400,588,5,-1388,1576
"core",11,50,"zero",30,"plateau",1,411,411,5.38556334329769,3.04940172890201,0,-800,-400,588,5,-1388,1576
"core",12,50,"zero",30,"plateau",1,412,412,10.0942345317453,1.91165556269698,0,-800,-400,588,5,-1388,1576
"core",13,50,"zero",30,"plateau",1,413,413,3.58980326564051,0.583266161265783,0,-800,-400,588,5,-1388,1576
"core",14,50,"zero",30,"plateau",1,414,414,8.78791762050241,3.4111339179799,0,-800,-400,588,5,-1388,1576
"core",15,50,"zero",30,"plateau",1,415,415,13.8506890647113,1.15303308516741,0,-800,-400,588,5,-1388,1576
"core",16,50,"zero",30,"plateau",1,416,416,14.2364010270685,1.9924540707143,0,-800,-400,588,5,-1388,1576
"core",17,50,"zero",30,"plateau",1,417,417,6.64759726822376,3.74767291033641,0,-800,-400,588,5,-1388,1576
"core",18,50,"zero",30,"plateau",1,418,418,11.9304062721785,3.12992794625461,0,-800,-400,588,5,-1388,1576
"core",19,50,"zero",30,"plateau",1,419,419,4.38594892318361,1.78728576481808,0,-800,-400,588,5,-1388,1576
"core",20,50,"zero",30,"plateau",1,420,420,11.5818562111817,3.04288430034649,0,-800,-400,588,5,-1388,1576
"core",21,50,"zero",30,"plateau",1,421,421,3.12466215738095,2.92135893460363,0,-800,-400,588,5,-1388,1576
"core",22,50,"zero",30,"plateau",1,422,422,13.1379720796831,1.77425468887668,0,-800,-400,588,5,-1388,1576
"core",23,50,"zero",30,"plateau",1,423,423,14.0626089177094,3.44381923507899,0,-800,-400,588,5,-1388,1576
"core",24,50,"zero",30,"plateau",1,424,424,10.2391740700696,0.82203806983307,0,-800,-400,588,5,-1388,1576
"core",25,50,"zero",30,"plateau",1,425,425,2.81342384847812,2.28601058200002,0,-800,-400,588,5,-1388,1576
"core",26,50,"zero",30,"plateau",1,426,426,14.989143921528,2.01622996525839,0,-800,-400,588,5,-1388,1576
"core",27,50,"zero",30,"plateau",1,427,427,6.10392676619813,3.94085715187248,0,-800,-400,588,5,-1388,1576
"core",28,50,"zero",30,"plateau",1,428,428,10.2785586251412,1.75671244610567,0,-800,-400,588,5,-1388,1576
"core",29,50,"zero",30,"plateau",1,429,429,12.839619477978,1.25257286033593,0,-800,-400,588,5,-1388,1576
"core",30,50,"zero",30,"plateau",1,430,430,13.1597158000804,0.692894533043727,0,-800,-400,588,5,-1388,1576
"core",31,50,"zero",30,"plateau",1,431,431,13.4336745862383,3.20431257679593,0,-800,-400,588,5,-1388,1576
"core",32,50,"zero",30,"plateau",1,432,432,12.663657641504,1.76366610999685,0,-800,-400,588,5,-1388,1576
"core",33,50,"zero",30,"plateau",1,433,433,8.83130363025703,1.0170010648435,0,-800,-400,588,5,-1388,1576
"core",34,50,"zero",30,"plateau",1,434,434,11.9257023097016,3.64754558622371,0,-800,-400,588,5,-1388,1576
"core",35,50,"zero",30,"plateau",1,435,435,14.3897225752007,1.81195471296087,0,-800,-400,588,5,-1388,1576
"core",36,50,"zero",30,"plateau",1,436,436,13.1071769124828,1.32745776243974,0,-800,-400,588,5,-1388,1576
"core",37,50,"zero",30,"plateau",1,437,437,7.10030876542442,1.32577900297474,0,-800,-400,588,5,-1388,1576
"core",38,50,"zero",30,"plateau",1,438,438,10.2816869392991,1.37899923231453,0,-800,-400,588,5,-1388,1576
"core",39,50,"zero",30,"plateau",1,439,439,8.6044289113488,3.41944890888408,0,-800,-400,588,5,-1388,1576
"core",40,50,"zero",30,"plateau",1,440,440,2.34360947250389,3.8586298058508,0,-800,-400,588,5,-1388,1576
"core",41,50,"zero",30,"plateau",1,441,441,3.18133182567544,2.08558899105992,0,-800,-400,588,5,-1388,1576
"core",42,50,"zero",30,"plateau",1,442,442,4.75132687529549,2.37063012819272,0,-800,-400,588,5,-1388,1576
"core",43,50,"zero",30,"plateau",1,443,443,13.2177374544553,2.3946655234322,0,-800,-400,588,5,-1388,1576
"core",44,50,"zero",30,"plateau",1,444,444,14.8756387890317,0.67584117106162,0,-800,-400,588,5,-1388,1576
"core",45,50,"zero",30,"plateau",1,445,445,14.111529158894,0.961774722090922,0,-800,-400,588,5,-1388,1576
"core",46,50,"zero",30,"plateau",1,446,446,14.6441442496143,0.881433500093408,0,-800,-400,588,5,-1388,1576
"core",47,50,"zero",30,"plateau",1,447,447,5.68749203765765,2.71504877251573,0,-800,-400,588,5,-1388,1576
"core",48,50,"zero",30,"plateau",1,448,448,7.93303923797794,3.94291721540503,0,-800,-400,588,5,-1388,1576
"core",49,50,"zero",30,"plateau",1,449,449,13.084398369072,2.63208517979365,0,-800,-400,588,5,-1388,1576
"core",50,50,"zero",30,"plateau",1,450,450,2.07785059791058,3.55997661931906,0,-800,-400,588,5,-1388,1576
"core",51,50,"zero",30,"plateau",1,451,451,14.2506203809753,3.75076067948248,0,-800,-400,588,5,-1388,1576
"core",52,50,"zero",30,"plateau",1,452,452,4.90861724922433,2.01012779795565,0,-800,-400,588,5,-1388,1576
"core",53,50,"zero",30,"plateau",1,453,453,12.9575253028888,1.8929646454053,0,-800,-400,588,5,-1388,1576
"core",54,50,"zero",30,"plateau",1,454,454,2.85933330911212,0.587701823678799,0,-800,-400,588,5,-1388,1576
"core",55,50,"zero",30,"plateau",1,455,455,5.49899785150774,1.41288440336939,0,-800,-400,588,5,-1388,1576
"core",56,50,"zero",30,"plateau",1,456,456,2.6064444265794,0.602583048748784,0,-800,-400,588,5,-1388,1576
"core",57,50,"zero",30,"plateau",1,457,457,7.58323001372628,2.0343056153506,0,-800,-400,588,5,-1388,1576
"core",58,50,"zero",30,"plateau",1,458,458,12.7765960695688,0.808133110171184,0,-800,-400,588,5,-1388,1576
"core",59,50,"zero",30,"plateau",1,459,459,5.7878472507,2.97101005108561,0,-800,-400,588,5,-1388,1576
"core",60,50,"zero",30,"plateau",1,460,460,9.1463581265416,0.77388847945258,0,-800,-400,588,5,-1388,1576
"core",61,50,"zero",30,"plateau",1,461,461,2.12954222713597,3.18556196428835,0,-800,-400,588,5,-1388,1576
"core",62,50,"zero",30,"plateau",1,462,462,14.0229013790376,1.80354494915809,0,-800,-400,588,5,-1388,1576
"core",63,50,"zero",30,"plateau",1,463,463,2.23535643145442,1.76816141791642,0,-800,-400,588,5,-1388,1576
"core",64,50,"zero",30,"plateau",1,464,464,3.20285538583994,3.59298736962955,0,-800,-400,588,5,-1388,1576
"core",65,50,"zero",30,"plateau",1,465,465,14.7283854752313,3.11049521237146,0,-800,-400,588,5,-1388,1576
"core",66,50,"zero",30,"plateau",1,466,466,4.0501659582369,1.61734568921383,0,-800,-400,588,5,-1388,1576
"core",67,50,"zero",30,"plateau",1,467,467,5.41070656687953,3.58718434581533,0,-800,-400,588,5,-1388,1576
"core",68,50,"zero",30,"plateau",1,468,468,11.6152044252958,1.24678220110945,0,-800,-400,588,5,-1388,1576
"core",69,50,"zero",30,"plateau",1,469,469,10.7971765319817,0.874925028183497,0,-800,-400,588,5,-1388,1576
"core",70,50,"zero",30,"plateau",1,470,470,13.3915371731855,0.905024772509933,0,-800,-400,588,5,-1388,1576
"core",71,50,"zero",30,"plateau",1,471,471,3.5126455987338,2.77994631964248,0,-800,-400,588,5,-1388,1576
"core",72,50,"zero",30,"plateau",1,472,472,7.60430432134308,0.88111426262185,0,-800,-400,588,5,-1388,1576
"core",73,50,"zero",30,"plateau",1,473,473,13.3516850897577,2.60901967494283,0,-800,-400,588,5,-1388,1576
"core",74,50,"zero",30,"plateau",1,474,474,4.17594448267482,1.67657738586422,0,-800,-400,588,5,-1388,1576
"core",75,50,"zero",30,"plateau",1,475,475,4.15829019993544,2.21974637266248,0,-800,-400,588,5,-1388,1576
"core",76,50,"zero",30,"plateau",1,476,476,14.585508557735,0.85740224539768,0,-800,-400,588,5,-1388,1576
"core",77,50,"zero",30,"plateau",1,477,477,6.90572773013264,1.08020341338124,0,-800,-400,588,5,-1388,1576
"core",78,50,"zero",30,"plateau",1,478,478,14.4012776291929,3.85230188397691,0,-800,-400,588,5,-1388,1576
"core",79,50,"zero",30,"plateau",1,479,479,11.8930827428121,3.78473234560806,0,-800,-400,588,5,-1388,1576
"core",80,50,"zero",30,"plateau",1,480,480,13.1126004992984,1.8556358841015,0,-800,-400,588,5,-1388,1576
"core",81,50,"zero",30,"plateau",1,481,481,13.941422436852,0.834041952737607,0,-800,-400,588,5,-1388,1576
"core",82,50,"zero",30,"plateau",1,482,482,12.3003987025004,3.42329106782563,0,-800,-400,588,5,-1388,1576
"core",83,50,"zero",30,"plateau",1,483,483,5.50976950046606,1.51079365669284,0,-800,-400,588,5,-1388,1576
"core",84,50,"zero",30,"plateau",1,484,484,3.5095894918777,1.39572081458755,0,-800,-400,588,5,-1388,1576
"core",85,50,"zero",30,"plateau",1,485,485,11.9516537580639,3.28400950704236,0,-800,-400,588,5,-1388,1576
"core",86,50,"zero",30,"plateau",1,486,486,2.27607390377671,2.35298036003951,0,-800,-400,588,5,-1388,1576
"core",87,50,"zero",30,"plateau",1,487,487,2.69662144593894,3.14780101121869,0,-800,-400,588,5,-1388,1576
"core",88,50,"zero",30,"plateau",1,488,488,14.7811911357567,1.0565055453917,0,-800,-400,588,5,-1388,1576
"core",89,50,"zero",30,"plateau",1,489,489,8.45320089068264,3.15236118086614,0,-800,-400,588,5,-1388,1576
"core",90,50,"zero",30,"plateau",1,490,490,10.0289761566091,1.23503147240262,0,-800,-400,588,5,-1388,1576
"core",91,50,"zero",30,"plateau",1,491,491,3.48201874876395,1.79292245791294,0,-800,-400,588,5,-1388,1576
"core",92,50,"zero",30,"plateau",1,492,492,4.66223281715065,1.63747546623927,0,-800,-400,588,5,-1388,1576
"core",93,50,"zero",30,"plateau",1,493,493,3.7129677713383,1.32981845096219,0,-800,-400,588,5,-1388,1576
"core",94,50,"zero",30,"plateau",1,494,494,14.1717544586863,1.98878928855993,0,-800,-400,588,5,-1388,1576
"core",95,50,"zero",30,"plateau",1,495,495,10.8058805295732,3.65337953250855,0,-800,-400,588,5,-1388,1576
"core",96,50,"zero",30,"plateau",1,496,496,5.50137664866634,2.50672260241117,0,-800,-400,588,5,-1388,1576
"core",97,50,"zero",30,"plateau",1,497,497,6.65461136191152,3.53367352217901,0,-800,-400,588,5,-1388,1576
"core",98,50,"zero",30,"plateau",1,498,498,6.19697210681625,2.47746950597502,0,-800,-400,588,5,-1388,1576
"core",99,50,"zero",30,"plateau",1,499,499,9.69267393229529,1.25808484328445,0,-800,-400,588,5,-1388,1576
"core",100,50,"zero",30,"plateau",1,500,500,10.7275359460618,3.23304074094631,0,-800,-400,588,5,-1388,1576
"core",1,100,"zero",30,"plateau",1,501,501,5.37730590743013,3.76808444724884,0,-800,-400,588,5,-1388,1576
"core",2,100,"zero",30,"plateau",1,502,502,3.05768045037985,1.24370936187916,0,-800,-400,588,5,-1388,1576
"core",3,100,"zero",30,"plateau",1,503,503,6.02078379923478,3.97968321724329,0,-800,-400,588,5,-1388,1576
"core",4,100,"zero",30,"plateau",1,504,504,5.9996541980654,3.41376244858839,0,-800,-400,588,5,-1388,1576
"core",5,100,"zero",30,"plateau",1,505,505,10.6414824884851,3.7881115549244,0,-800,-400,588,5,-1388,1576
"core",6,100,"zero",30,"plateau",1,506,506,3.87766977865249,2.92173790722154,0,-800,-400,588,5,-1388,1576
"core",7,100,"zero",30,"plateau",1,507,507,5.88124024332501,0.869335116469301,0,-800,-400,588,5,-1388,1576
"core",8,100,"zero",30,"plateau",1,508,508,13.4390125267673,0.718120859004557,0,-800,-400,588,5,-1388,1576
"core",9,100,"zero",30,"plateau",1,509,509,9.40347240143456,1.11024872434791,0,-800,-400,588,5,-1388,1576
"core",10,100,"zero",30,"plateau",1,510,510,10.1827245710883,0.829688790719956,0,-800,-400,588,5,-1388,1576
"core",11,100,"zero",30,"plateau",1,511,511,7.54125637467951,3.46508288546465,0,-800,-400,588,5,-1388,1576
"core",12,100,"zero",30,"plateau",1,512,512,7.02459838939831,3.7882902494166,0,-800,-400,588,5,-1388,1576
"core",13,100,"zero",30,"plateau",1,513,513,14.9123875566293,0.759945602971129,0,-800,-400,588,5,-1388,1576
"core",14,100,"zero",30,"plateau",1,514,514,13.7889589588158,2.49711603322066,0,-800,-400,588,5,-1388,1576
"core",15,100,"zero",30,"plateau",1,515,515,7.78612119355239,3.79690341977403,0,-800,-400,588,5,-1388,1576
"core",16,100,"zero",30,"plateau",1,516,516,8.26424162485637,1.81674056954216,0,-800,-400,588,5,-1388,1576
"core",17,100,"zero",30,"plateau",1,517,517,6.95309783890843,1.59621174680069,0,-800,-400,588,5,-1388,1576
"core",18,100,"zero",30,"plateau",1,518,518,7.39453202113509,2.59499426872935,0,-800,-400,588,5,-1388,1576
"core",19,100,"zero",30,"plateau",1,519,519,12.415257894434,3.4738490782911,0,-800,-400,588,5,-1388,1576
"core",20,100,"zero",30,"plateau",1,520,520,9.19701815932058,0.825468043796718,0,-800,-400,588,5,-1388,1576
"core",21,100,"zero",30,"plateau",1,521,521,8.85870114667341,3.24325128109194,0,-800,-400,588,5,-1388,1576
"core",22,100,"zero",30,"plateau",1,522,522,5.37303726212122,1.88644386432134,0,-800,-400,588,5,-1388,1576
"core",23,100,"zero",30,"plateau",1,523,523,10.4634385143872,2.38029320549686,0,-800,-400,588,5,-1388,1576
"core",24,100,"zero",30,"plateau",1,524,524,8.79582861508243,3.14911352365743,0,-800,-400,588,5,-1388,1576
"core",25,100,"zero",30,"plateau",1,525,525,12.2063366421498,3.46354360389523,0,-800,-400,588,5,-1388,1576
"core",26,100,"zero",30,"plateau",1,526,526,12.7135727247223,1.54794602072798,0,-800,-400,588,5,-1388,1576
"core",27,100,"zero",30,"plateau",1,527,527,4.06844990886748,3.3474028299097,0,-800,-400,588,5,-1388,1576
"core",28,100,"zero",30,"plateau",1,528,528,9.54899279447272,1.37974626512732,0,-800,-400,588,5,-1388,1576
"core",29,100,"zero",30,"plateau",1,529,529,2.75168762844987,0.706100947689265,0,-800,-400,588,5,-1388,1576
"core",30,100,"zero",30,"plateau",1,530,530,14.3240453002509,1.26140254340135,0,-800,-400,588,5,-1388,1576
"core",31,100,"zero",30,"plateau",1,531,531,10.7249854537658,0.693369163549505,0,-800,-400,588,5,-1388,1576
"core",32,100,"zero",30,"plateau",1,532,532,5.59412918891758,3.72657145338599,0,-800,-400,588,5,-1388,1576
"core",33,100,"zero",30,"plateau",1,533,533,10.5695312235039,2.66021938738413,0,-800,-400,588,5,-1388,1576
"core",34,100,"zero",30,"plateau",1,534,534,6.92472075368278,2.89619570935611,0,-800,-400,588,5,-1388,1576
"core",35,100,"zero",30,"plateau",1,535,535,11.1648550808895,2.89728473103605,0,-800,-400,588,5,-1388,1576
"core",36,100,"zero",30,"plateau",1,536,536,13.8208818899002,0.734052475891076,0,-800,-400,588,5,-1388,1576
"core",37,100,"zero",30,"plateau",1,537,537,9.5860955552198,3.58444348187186,0,-800,-400,588,5,-1388,1576
"core",38,100,"zero",30,"plateau",1,538,538,3.47965085715987,1.36376853671391,0,-800,-400,588,5,-1388,1576
"core",39,100,"zero",30,"plateau",1,539,539,9.04709083866328,0.914164434885606,0,-800,-400,588,5,-1388,1576
"core",40,100,"zero",30,"plateau",1,540,540,3.03265582886524,0.57634251692798,0,-800,-400,588,5,-1388,1576
"core",41,100,"zero",30,"plateau",1,541,541,5.36891186307184,3.88804230792448,0,-800,-400,588,5,-1388,1576
"core",42,100,"zero",30,"plateau",1,542,542,11.6245492021553,2.27752043819055,0,-800,-400,588,5,-1388,1576
"core",43,100,"zero",30,"plateau",1,543,543,12.1661469012033,2.26921098458115,0,-800,-400,588,5,-1388,1576
"core",44,100,"zero",30,"plateau",1,544,544,6.43714023660868,2.5936081832042,0,-800,-400,588,5,-1388,1576
"core",45,100,"zero",30,"plateau",1,545,545,7.59428446250968,1.97432466445025,0,-800,-400,588,5,-1388,1576
"core",46,100,"zero",30,"plateau",1,546,546,4.12851081416011,1.86586426582653,0,-800,-400,588,5,-1388,1576
"core",47,100,"zero",30,"plateau",1,547,547,8.38503816025332,3.02946318860631,0,-800,-400,588,5,-1388,1576
"core",48,100,"zero",30,"plateau",1,548,548,4.29974226723425,0.954752343590371,0,-800,-400,588,5,-1388,1576
"core",49,100,"zero",30,"plateau",1,549,549,4.34267978719436,2.27647931512911,0,-800,-400,588,5,-1388,1576
"core",50,100,"zero",30,"plateau",1,550,550,12.2183235264383,0.633359697414562,0,-800,-400,588,5,-1388,1576
"core",51,100,"zero",30,"plateau",1,551,551,4.63867896841839,3.471452441765,0,-800,-400,588,5,-1388,1576
"core",52,100,"zero",30,"plateau",1,552,552,5.18994613504037,1.51580012170598,0,-800,-400,588,5,-1388,1576
"core",53,100,"zero",30,"plateau",1,553,553,10.1224272092804,0.692145036766306,0,-800,-400,588,5,-1388,1576
"core",54,100,"zero",30,"plateau",1,554,554,8.28404662641697,0.533336995984428,0,-800,-400,588,5,-1388,1576
"core",55,100,"zero",30,"plateau",1,555,555,6.38362467684783,0.546162173384801,0,-800,-400,588,5,-1388,1576
"core",56,100,"zero",30,"plateau",1,556,556,4.80859056790359,3.43512130784802,0,-800,-400,588,5,-1388,1576
"core",57,100,"zero",30,"plateau",1,557,557,12.3590471160132,0.567456254852004,0,-800,-400,588,5,-1388,1576
"core",58,100,"zero",30,"plateau",1,558,558,10.6842746797483,1.34390276600607,0,-800,-400,588,5,-1388,1576
"core",59,100,"zero",30,"plateau",1,559,559,12.5499481335282,1.0748994020978,0,-800,-400,588,5,-1388,1576
"core",60,100,"zero",30,"plateau",1,560,560,5.2869718123693,0.512671186821535,0,-800,-400,588,5,-1388,1576
"core",61,100,"zero",30,"plateau",1,561,561,2.87835696688853,0.872029099613428,0,-800,-400,588,5,-1388,1576
"core",62,100,"zero",30,"plateau",1,562,562,10.7570828464814,3.4674618311692,0,-800,-400,588,5,-1388,1576
"core",63,100,"zero",30,"plateau",1,563,563,4.06103401980363,3.71890747069847,0,-800,-400,588,5,-1388,1576
"core",64,100,"zero",30,"plateau",1,564,564,5.79381678416394,2.71282404230442,0,-800,-400,588,5,-1388,1576
"core",65,100,"zero",30,"plateau",1,565,565,2.02148700552061,3.09129713021684,0,-800,-400,588,5,-1388,1576
"core",66,100,"zero",30,"plateau",1,566,566,14.5884191391524,0.510223945369944,0,-800,-400,588,5,-1388,1576
"core",67,100,"zero",30,"plateau",1,567,567,14.8852290331852,3.68406584463082,0,-800,-400,588,5,-1388,1576
"core",68,100,"zero",30,"plateau",1,568,568,10.5304275280796,1.86551040213089,0,-800,-400,588,5,-1388,1576
"core",69,100,"zero",30,"plateau",1,569,569,7.84846175019629,1.65623241057619,0,-800,-400,588,5,-1388,1576
"core",70,100,"zero",30,"plateau",1,570,570,2.40454084263183,1.02148316556122,0,-800,-400,588,5,-1388,1576
"core",71,100,"zero",30,"plateau",1,571,571,7.94336841139011,1.44769062090199,0,-800,-400,588,5,-1388,1576
"core",72,100,"zero",30,"plateau",1,572,572,13.9005055953749,3.67644127819221,0,-800,-400,588,5,-1388,1576
"core",73,100,"zero",30,"plateau",1,573,573,5.397245752858,1.77103745623026,0,-800,-400,588,5,-1388,1576
"core",74,100,"zero",30,"plateau",1,574,574,8.11344621842727,3.89910201483872,0,-800,-400,588,5,-1388,1576
"core",75,100,"zero",30,"plateau",1,575,575,5.44582684128545,3.6602140031755,0,-800,-400,588,5,-1388,1576
"core",76,100,"zero",30,"plateau",1,576,576,9.67125793849118,2.45137706887908,0,-800,-400,588,5,-1388,1576
"core",77,100,"zero",30,"plateau",1,577,577,3.83938578865491,0.870719520840794,0,-800,-400,588,5,-1388,1576
"core",78,100,"zero",30,"plateau",1,578,578,13.9279074340593,3.43666525557637,0,-800,-400,588,5,-1388,1576
"core",79,100,"zero",30,"plateau",1,579,579,11.7540617908817,2.18353177781682,0,-800,-400,588,5,-1388,1576
"core",80,100,"zero",30,"plateau",1,580,580,10.548323555151,3.75109898007941,0,-800,-400,588,5,-1388,1576
"core",81,100,"zero",30,"plateau",1,581,581,13.8726082213689,2.11317775596399,0,-800,-400,588,5,-1388,1576
"core",82,100,"zero",30,"plateau",1,582,582,14.9322303447407,1.64219848124776,0,-800,-400,588,5,-1388,1576
"core",83,100,"zero",30,"plateau",1,583,583,7.87120364210568,1.58142851758748,0,-800,-400,588,5,-1388,1576
"core",84,100,"zero",30,"plateau",1,584,584,5.8912625266239,2.90337386145256,0,-800,-400,588,5,-1388,1576
"core",85,100,"zero",30,"plateau",1,585,585,8.63982005999424,1.56040626880713,0,-800,-400,588,5,-1388,1576
"core",86,100,"zero",30,"plateau",1,586,586,10.2905370646622,1.90506460750476,0,-800,-400,588,5,-1388,1576
"core",87,100,"zero",30,"plateau",1,587,587,11.0258525379468,1.89850998087786,0,-800,-400,588,5,-1388,1576
"core",88,100,"zero",30,"plateau",1,588,588,10.874631145969,1.45610545994714,0,-800,-400,588,5,-1388,1576
"core",89,100,"zero",30,"plateau",1,589,589,13.5759318091441,1.81165889103431,0,-800,-400,588,5,-1388,1576
"core",90,100,"zero",30,"plateau",1,590,590,12.2152959168889,2.75377512420528,0,-800,-400,588,5,-1388,1576
"core",91,100,"zero",30,"plateau",1,591,591,6.93661147658713,2.71662834961899,0,-800,-400,588,5,-1388,1576
"core",92,100,"zero",30,"plateau",1,592,592,12.3621664738748,1.87841804896016,0,-800,-400,588,5,-1388,1576
"core",93,100,"zero",30,"plateau",1,593,593,12.403587159235,0.541469286312349,0,-800,-400,588,5,-1388,1576
"core",94,100,"zero",30,"plateau",1,594,594,11.2091169643681,3.34120988845825,0,-800,-400,588,5,-1388,1576
"core",95,100,"zero",30,"plateau",1,595,595,11.4859891317319,3.41767448093742,0,-800,-400,588,5,-1388,1576
"core",96,100,"zero",30,"plateau",1,596,596,3.39187822956592,1.72973884979729,0,-800,-400,588,5,-1388,1576
"core",97,100,"zero",30,"plateau",1,597,597,13.0550454591867,3.24142566230148,0,-800,-400,588,5,-1388,1576
"core",98,100,"zero",30,"plateau",1,598,598,6.41567945829593,1.04133560194168,0,-800,-400,588,5,-1388,1576
"core",99,100,"zero",30,"plateau",1,599,599,12.1542736883275,3.38123973237816,0,-800,-400,588,5,-1388,1576
"core",100,100,"zero",30,"plateau",1,600,600,8.86811469239183,2.92328039219137,0,-800,-400,588,5,-1388,1576
"core",1,200,"zero",30,"plateau",1,601,601,8.81295350170694,0.873541474575177,0,-800,-400,588,5,-1388,1576
"core",2,200,"zero",30,"plateau",1,602,602,6.03724248753861,3.33128901931923,0,-800,-400,588,5,-1388,1576
"core",3,200,"zero",30,"plateau",1,603,603,3.00381121831015,2.50854512210935,0,-800,-400,588,5,-1388,1576
"core",4,200,"zero",30,"plateau",1,604,604,10.1422629721928,0.72301034652628,0,-800,-400,588,5,-1388,1576
"core",5,200,"zero",30,"plateau",1,605,605,6.54129982041195,0.54230649350211,0,-800,-400,588,5,-1388,1576
"core",6,200,"zero",30,"plateau",1,606,606,4.76758719631471,0.793411373859271,0,-800,-400,588,5,-1388,1576
"core",7,200,"zero",30,"plateau",1,607,607,14.2904049940407,3.01089590659831,0,-800,-400,588,5,-1388,1576
"core",8,200,"zero",30,"plateau",1,608,608,12.6317555468995,2.38986255053896,0,-800,-400,588,5,-1388,1576
